nasukati;nasukah;nasukaš;nasuka;nasukasmo;nasukajte;nasukaju
ježuriti;ježurim;ježuriš;ježuraše;ježurimo;ježurite;ježure
piljariti;piljarim;piljariš;piljari;piljarimo;piljarite;piljare
ovjekovječiti;ovjekovječih;ovjekovječiš;ovjekovječi;ovjekovječismo;ovjekovječiste;ovjekovječiše
slabjeti;-;-;slabjaše;-;-;-
potplatiti;potplatim;potplatiš;potplati;potplatismo;potplatite;potplatiše
oduševiti;oduševih;oduševiš;-;oduševismo;oduševiste;oduševiše
ribariti;ribarim;ribariš;ribari;ribarimo;ribarite;ribare
drhtati;drhtavši;drhtana;drhtano;drhtani;drhtane;drhtana
sahraniti;sahranih;sahrani;sahrani;sahranimo;sahranite;sahraniše
zapaziti;zapazim;zapazi;-;zapazismo;zapazite;zapazit
ojariti;ojarih;ojariš;ojari;ojarismo;ojariste;ojariše
dosaditi;dosadim;dosadiš;dosadi;dosadismo;dosadite;dosadiše
zahvatiti;zahvatim;zahvatiš;-;zahvatismo;zahvatite;zahvatiše
zabilježiti;zabilježim;zabilježiš;-;zabilježismo;zabilježiste;zabilježiše
pobuditi;pobudim;pobudiš;pobudi;pobudismo;pobudite;pobudiše
saopćiti;saopćim;saopćiš;-;saopćismo;saopćiste;saopće
nastupiti;nastupim;nastupiš;nastupi;nastupismo;nastupiste;nastupiše
odalamiti;odalamim;odalamiš;odalami;odalamismo;odalamite;odalamiše
ploviti;plovljah;ploviš;plovljaše;plovljasmo;plovljaste;plovljahu
ishlapjeti;ishlapjeh;ishlapiš;ishlapje;ishlapjesmo;ishlapjeste;ishlapješe
odlijepiti;odljepit;odlijepiš;odlijepi;odlijepismo;odlijepiste;odlijepiše
putiti;pućah;putiš;pućaše;pućasmo;pućaste;pućahu
priljubiti;priljubim;priljubiš;-;priljubismo;priljubite;priljubit
iščahuriti;iščahurih;iščahuriš;iščahuri;iščahurismo;iščahuriste;iščahuriše
izdušiti;izduših;izdušiš;izduši;izdušismo;izdušiste;izdušiše
poduhvatiti;poduhvatih;poduhvatiš;poduhvati;poduhvatismo;poduhvatiste;poduhvatiše
uprizoriti;uprizorih;uprizoriš;neka uprizori;uprizorismo;uprizoriste;neka uprizore
bdjeti;bdjah;bdjaše;bđaše;bdjasmo;bdjaste;bdjahu
izopačiti;izopačih;izopačiš;-;izopačismo;izopačiste;izopačiše
uzletjeti;uzletjeh;uzletje;uzletje;uzletjesmo;uzletjeste;uzletješe
doprinositi;doprinosah;doprinosaše;doprinošaše;doprinosasmo;doprinosaste;neka doprinose
iseliti;iselih;iseli;-;iselismo;iseliste;isele
navršiti;navrših;navršiš;navrši;navršismo;navršiste;navrše
potrošiti;potrošim;potrošiš;-;potrošismo;potrošite;potrošit
doplaviti;doplavim;doplaviš;doplavi;doplavismo;doplavite;doplaviše
prezimiti;prezimim;prezimiš;prezimi;prezimismo;prezimite;prezimiše
zabuniti;zabunim;zabuniš;zabuni;zabunismo;zabunite;zabuniše
ispustiti;ispustim;ispustiš;ispusti;ispustismo;ispustite;ispustiše
zgrbiti;zgrbim;zgrbiš;zgrbi;zgrbismo;zgrbite;zgrbiše
ispostaviti;ispostavih;ispostaviš;ispostavi;ispostavismo;ispostaviste;ispostaviše
orobiti;orobim;orobiš;-;orobismo;orobite;orobiše
sipiti;sipljah;sipljaše;sipljaše;sipljasmo;sipljaste;sipljahu
zujati;zujim;zujiš;zujaše;zujimo;zujite;zuje
pjeniti;pjenjah;pjenjaše;pjenjaše;pjenjasmo;pjenjaste;pjenjahu
zgotoviti;zgotovim;zgotoviš;zgotovi;zgotovismo;zgotovite;zgotoviše
pokvariti;pokvarih;pokvari;-;pokvarismo;pokvarite;pokvarit
ožalostiti;ožalostih;ožalostiš;-;ožalostismo;ožalostiste;ožaloste
iskvariti;iskvarih;iskvariš;iskvari;iskvarismo;iskvariste;iskvare
prigušiti;prigušim;prigušiš;-;prigušismo;prigušite;prigušiše
ostrviti;ostrvim;ostrviš;ostrvi;ostrvismo;ostrvite;ostrviše
snatriti;snatrim;snatriš;snatri;snatrimo;snatrite;snatre
priskrbiti;priskrbim;priskrbiš;priskrbi;priskrbismo;priskrbite;priskrbiše
narediti;naredim;narediš;naredi;naredismo;naredite;narediše
pružiti;pružim;pružiš;-;pružismo;pružite;pružit
opepeliti;opepelih;opepeliš;opepeli;opepelismo;opepeliste;opepeliše
požutjeti;požutjeh;požutje;požutje;požutjesmo;požutjeste;požutješe
onesvijestiti;onesvijestim;onesvijestiš;-;onesvijestismo;onesvijestiste;onesvijestiše
potužiti;potužim;potužiš;potuži;potužismo;potužite;potužiše
zalijepiti;zalijepih;zalijepiš;zalijepi;zalijepismo;zalijepite;zalijepe
rudariti;rudarim;rudariš;rudaraše;rudarimo;rudarite;rudare
zaslaniti;zaslanim;zaslaniš;zaslani;zaslanismo;zaslanite;zaslane
ceptjeti;ceptim;ceptiš;cepćaše;ceptimo;ceptite;cepte
zakrvariti;zakrvarim;zakrvariš;zakrvari;zakrvarismo;zakrvarite;zakrvare
hraniti;hranjah;hranjaše;hranjaše;hranjasmo;hranjaste;hranjahu
zasmzdjeti;zasmrdio;zasmrdje;zasmrdje;zasmrdjesmo;zasmrdjeste;zasmrdješe
poništiti;poništim;poništi;-;poništismo;poništite;ponište
ploditi;plođah;plođaše;plodi;plođasmo;plođaste;plođahu
poturiti;poturim;poturiš;poturi;poturismo;poturite;poturiše
razrušiti;razrušim;razrušiš;-;razrušismo;razrušite;razrušit
spustiti;spustim;spustiš;-;spustismo;spustite;spustit
besposličiti;besposličim;besposliči;besposličaše;besposličimo;besposličite;-
pristupiti;pristupim;pristupiš;pristupi;pristupismo;pristupite;pristupiše
zakriještati;zakriještim;zakriješti;zakriješta;zakriještimo;zakriještite;zakriješte
brljaviti;brljavih;brljaviše;brljavljaše;brljavismo;brljaviste;brljavihu
uputiti;uputim;uputiš;-;uputismo;uputiste;uputit
raskomotiti;raskomotim;raskomotiš;raskomoti;raskomotismo;raskomotite;raskomotiše
osvježiti;osvježih;osvježiš;osvježi;osvježismo;osvježivši;osvježiše
prizdraviti;prizdravim;prizdraviš;prizdravi;prizdravismo;prizdravite;prizdraviše
iskriviti;iskrivih;iskriviš;-;iskrivismo;iskriviste;iskriviše
gajiti;gajim;gajiš;gaji;gajimo;gajite;gaje
rahliti;rahlim;rahliš;rahli;rahlimo;rahlite;rahle
razjasniti;razjasnim;razjasni;razjasni;razjasnimo;razjasnite;razjasne
dosoliti;dosolim;dosoliš;dosoli;dosolismo;dosolite;dosoliše
hujati;hujah;hujaše;neka huji;hujasmo;hujaste;neka huje
zzcaliti;zrcaljah;zrcaljaše;zrcaljaše;zrcaljasmo;zrcaljaste;zrcaljahu
obrušiti;obrušim;obrušiš;obruši;obrušismo;obrušite;obrušiše
zaglušiti;zaglušim;zaglušiš;zagluši;zaglušismo;zaglušite;zaglušiše
ojužiti;ojužim;ojužiš;ojuži;ojužismo;ojužite;ojužiše
razvodniti;razvodnim;razvodniš;razvodni;razvodnismo;razvodnivši;razvodniše
raspršiti;raspršim;raspršiš;-;raspršismo;raspršiste;rasprše
umoriti;umorih;umoriš;-;umorismo;umoriste;umorit
obložiti;obložim;obložiš;-;obložismo;obložite;obložit
istutnjiti;istutnjim;istutnjiš;istutnji;istutnjismo;istutnjite;istutnjiše
ograditi;ogradih;ogradiš;-;ogradismo;ogradiste;ogradit
umiroviti;umirovim;umiroviš;-;umirovismo;umirovite;umiroviše
dojaviti;dojavim;dojaviš;dojavi;dojavismo;dojavite;dojaviše
staložiti;staložim;staložiš;-;staložismo;staložite;staložit
dojuriti;dojurih;dojuriš;dojuri;dojurismo;dojuriste;dojure
predomisliti;predomislim;predomisliš;predomisli;predomislismo;predomislite;predomisliše
pokoriti;pokorim;pokori;-;pokorismo;pokorite;pokore
viriti;virim;viriš;viraše;virimo;virite;vire
izgoniti;izgonjah;izgonjaše;izgoni;izgonjasmo;izgonjaste;izgonjahu
zaboljeti;zaboljeh;zaboliš;zabolje;zaboljesmo;zaboljeste;zaboljet
uvoditi;uvodim;uvodiš;uvođaše;uvodimo;uvodite;uvode
izmoriti;izmorih;izmori;-;izmorismo;izmoriste;izmore
zazvoniti;zazvonih;zazvoniš;zazvoni;zazvonismo;zazvoniste;zazvoniše
ogladnjeti;ogladnjeh;ogladniš;ogladnje;ogladnjesmo;ogladnjeste;ogladnješe
porumenjeti;porumenjeh;porumeni;porumenje;porumenjesmo;porumenite;porumene
potvrditi;potvrdim;potvrdiš;-;potvrdismo;potvrdite;potvrdiše
prevariti;prevarim;prevariš;-;prevarismo;prevarite;prevarit
mostiti;mošćah;mošćaše;mosti;mošćasmo;mošćaste;mošćahu
gnjeviti;gnjevljah;gnjevljaše;gnjevljaše;gnjevljasmo;gnjevljaste;gnjevljahu
uživjeti;uživjeh;uživje;uživje;uživjesmo;uživjeste;uživješe
kužiti;kužim;kužiš;kuži;kužimo;kužite;kuže
stopiti;stopim;stopiš;-;stopismo;stopite;stopit
zaružiti;zaružih;zaružiš;zaruži;zaružismo;zaružite;zaruže
ispiliti;ispilim;ispiliš;-;ispilismo;ispilite;ispiliše
promisliti;promislim;promisliš;-;promislismo;promislite;promislit
griješiti;griješah;griješiš;griješi;griješimo;griješite;griješahu
rojiti;rojim;rojiš;roji;rojimo;rojite;rojahu
zviždati;zviždim;zviždiš;zviždaše;zviždimo;zviždite;zvižde
bistriti;bistren;bistraše;bistri;bistrasmo;bistraste;bistrahu
posjediti;posjedim;posjediš;posjedi;posjedismo;posjedite;posjediše
zakačiti;zakačih;zakači;zakači;zakačismo;zakačite;zakače
zaturiti;zaturih;zaturiš;zaturi;zaturismo;zaturiste;zaturiše
daždjeti;dažđah;dažđaše;daždi;dažđasmo;dažđaste;dažđahu
izgnjiliti;izgnjilim;izgnjiliš;-;izgnjilismo;izgnjilite;izgnjiliše
ugroziti;ugrozim;ugroziš;-;ugrozismo;ugrozite;ugroziše
prikloniti;priklonim;prikloniš;prikloni;priklonismo;priklonite;prikloniše
zavrijedjeti;zavrijedjeh;zavrijedje;zavrijedje;zavrijedjesmo;zavrijedjeste;zavrijedješe
režati;režah;režiš;režaše;režasmo;režaste;režahu
piljiti;piljim;piljiš;pilji;piljimo;piljite;pilje
zakuriti;zakurim;zakuriš;zakuri;zakurismo;zakurite;zakure
promoliti;promolim;promoliš;promoli;promolismo;promolite;promoliše
razmiljeti;razmiljeh;razmilje;razmilje;razmiljesmo;razmiljeste;razmilješe
preurediti;preuredim;preurediš;preuredi;preuredismo;preuredite;preurediše
zastidjeti;zastidjeh;zastidi;zastidje;zastidjesmo;zastidite;zastide
oživjeti;oživjeh;oživje;oživje;oživjesmo;oživjeste;oživješe
zaskočiti;zaskočih;zaskočiš;zaskoči;zaskočismo;zaskočite;zaskoče
libiti;libljah;libljaše;libi;libljasmo;libljaste;libljahu
krasiti;krašah;krašaše;krašaše;krašasmo;krašaste;krašahu
zakrpati;zakrpio;zakrpiš;zakrpi;zakrpismo;zakrpite;zakrpe
voljeti;voljah;voli;voljaše;voljasmo;voljaste;voljahu
sušiti;sušim;suši;sušaše;sušimo;sušite;sušahu
ispripovjediti;ispripovjedih;ispripovjediš;neka ispripovjedi;ispripovjedismo;ispripovjediste;neka ispripovjede
poželjeti;poželjeh;poželiš;poželje;poželjesmo;poželjeste;poželjet
misliti;mišljah;mišljaše;mišljaše;mišljasmo;mišljaste;mišljahu
runiti;runjah;runjaše;runjaše;runjasmo;runjaste;runjahu
produbiti;produbim;produbiš;produbi;produbismo;produbite;produbiše
kulučiti;kulučah;kulučaše;kuluči;kulučasmo;kulučaste;kulučahu
prostajati;prostojim;prostojiš;prostoji;prostojmo;prostojte;prostoje
primiti;primim;primiš;-;primimo;primiste;primiše
sakatiti;sakaćah;sakatiš;sakaćaše;sakaćasmo;sakaćaste;sakaćahu
poistovjetiti;poistovjetim;poistovjetiš;poistovjeti;poistovjetismo;poistovjetite;poistovjetiše
iscuriti;iscurim;iscuriš;iscuri;iscurismo;iscurite;iscuriše
oduhoviti;oduhovim;oduhoviš;oduhovi;oduhovismo;oduhovite;oduhoviše
nakloniti;naklonim;nakloniš;-;naklonismo;naklonite;nakloniše
izvaditi;izvadim;izvadiš;-;izvadismo;izvadite;izvadit
rasvijetliti;rasvijetlim;rasvijetliš;-;rasvijetlismo;rasvijetlite;rasvijetlit
podmladiti;-;-;-;-;-;-
popapriti;popaprih;popapri;popapri;popaprismo;popaprite;popapre
postidjeti;postidjeh;postidiš;postidje;postidjesmo;postidjeste;postidjet
pritijesniti;pritijesnim;pritijesniš;pritijesni;pritijesnismo;pritijesnite;pritijesniše
mititi;mićah;mićaše;-;mićasmo;mićaste;mićahu
prolaziti;prolažah;prolažaše;prolažaše;prolažasmo;prolažaste;prolažahu
izgorjeti;izgorim;izgoriš;izgori;izgorimo;izgorjeste;izgorješe
nasladiti;nasladit;nasladiš;neka nasladi;nasladismo;nasladiste;neka naslade
topiti;topljah;topljaše;topljaše;topljasmo;topljaste;topljahu
okružiti;okružim;okružiš;-;okružismo;okružiste;okružit
zakvačiti;zakvačih;zakvači;-;zakvačimo;zakvačite;zakvačit
izvlačiti;izvlačah;izvlačaše;izvlači;izvlačasmo;izvlačaste;izvlačahu
nagovoriti;nagovorim;nagovoriš;-;nagovorismo;nagovorite;nagovorit
svaliti;svalim;svališ;svali;svalismo;svalite;svališe
izustiti;izustih;izustiš;izusti;izustismo;izustiste;izustiše
uvidjeti;uvidjeh;uvidje;uvidje;uvidjesmo;uvidjeste;uvidješe
zabludjeti;zabludjeh;zabludje;zabludje;zabludjesmo;zabludjeste;zabludješe
zahujati;zahujah;zahujiš;neka zahuja;zahujasmo;zahujajte;neka zahujaju
dopuniti;dopunim;dopuniš;dopuni;dopunismo;dopunite;dopuniše
pronjušiti;pronjuših;pronjušiš;neka pronjuši;pronjušismo;pronjušiste;neka pronjuše
siliti;silih;siliše;siljaše;silismo;siliste;neka sile
utješiti;utješim;utješiš;-;utješismo;utješite;utješit
omaciti;omacih;omaciš;omaci;omacismo;omaciste;omaciše
crpiti;crpljah;crpljaše;crpljaše;crpljasmo;crpljaste;crpljahu
odvoziti;odvožah;odvožaše;odvožaše;odvožasmo;odvožaste;odvožahu
oprimjeriti;oprimjerih;oprimjeriš;oprimjeri;oprimjerismo;oprimjeriste;oprimjeriše
gusariti;gusarim;gusariš;gusaraše;gusarimo;gusarite;gusare
privoditi;privodim;privodiš;privođaše;privodimo;privodite;privode
uskladištiti;uskladištim;uskladištiš;uskladišti;uskladištismo;uskladištite;uskladištiše
dobošariti;dobošarim;dobošariš;dobošari;dobošarimo;dobošarite;dobošare
uperiti;uperim;uperiš;-;uperismo;uperite;uperiše
zadržati;-;-;-;-;-;-
posiniti;posinim;posiniš;posini;posinismo;posinite;posine
slaviti;slavljah;slavljaše;slavljaše;slavljasmo;slavljaste;slavljahu
strmoglaviti;strmoglavim;strmoglaviš;strmoglavi;strmoglavismo;strmoglavite;strmoglaviše
čađavjeti;čađavljah;čađaviš;čađavljaše;čađavljasmo;čađavljaste;čađavljahu
svetiti;svećah;-;svećaše;svećasmo;svećaste;svećahu
pečatiti;pečaćah;pečaćaše;-;pečaćasmo;pečaćaste;pečaćahu
vlažiti;vlažim;vlažiš;vlažaše;vlažimo;vlažite;vlaže
rasrditi;rasrdim;rasrdiš;rasrdi;rasrdismo;rasrdiste;rasrde
bilježiti;bilježim;bilježiš;bilježi;bilježasmo;bilježite;bilježahu
prisvojiti;prisvojim;prisvojiš;prisvoji;prisvojismo;prisvojite;prisvojiše
nadolaziti;nadolažah;nadolažaše;nadolažaše;nadolažasmo;nadolažaste;nadolažahu
piriti;pirah;piraše;piri;pirasmo;piraste;pirahu
sjetiti;sjetim;sjetiš;-;sjetimo;sjetiste;sjetit
poremetiti;poremetim;poremeti;-;poremetismo;poremetite;poremetit
raspiriti;raspirim;raspiriš;raspiri;raspirismo;raspirite;raspiriše
proveseliti;proveselim;proveseliš;proveseli;proveselismo;proveselite;proveseliše
janjiti;janjah;janjaše;janji;janjasmo;janjaste;janjahu
isceriti;iscerim;isceriš;isceri;iscerismo;iscerite;isceriše
proletjeti;proletjeh;proletje;proletje;proletjesmo;proletjeste;proletješe
obezobraziti;obezobrazim;obezobraziš;obezobrazi;obezobrazismo;obezobrazite;obezobraziše
oraspoložiti;oraspoložim;oraspoložiš;oraspoloži;oraspoložismo;oraspoložite;oraspoložiše
uglobiti;uglobim;uglobiš;uglobi;uglobismo;uglobite;uglobiše
huliti;huljah;huliš;huljaše;huljasmo;huljaste;huljahu
zagalamiti;zagalamim;zagalamiš;zagalami;zagalamismo;zagalamite;zagalamiše
onečistiti;onečistih;onečistiš;-;onečistismo;onečististe;onečistiše
preboljeti;preboljeh;prebolje;prebolje;preboljesmo;preboljeste;prebolješe
odguliti;odgulih;odguliš;neka odguli;odgulismo;odguliste;neka odgule
mitariti;mitarah;mitaraše;mitari;mitarasmo;mitaraste;mitarahu
ukriviti;ukrivim;ukriviš;ukrivi;ukrivismo;ukrivite;ukriviše
posaditi;posadim;posadi;-;posadismo;posadite;posadit
miljeti;-;-;-;-;-;-
sjediti;sjeđah;sjeđaše;sjeđaše;sjeđasmo;sjeđaste;sjeđahu
iznojiti;iznojim;iznojiš;iznoji;iznojismo;iznojite;iznojiše
uzbuniti;uzbunim;uzbuniš;-;uzbunismo;uzbunite;uzbuniše
udobrovoljiti;udobrovoljih;udobrovolji;udobrovolji;udobrovoljimo;udobrovoljite;udobrovoljiše
izboriti;izborim;izboriš;izbori;izborismo;izborite;izboriše
popuniti;popunim;popuniš;popuni;popunismo;popunite;popune
odbrusiti;odbrusim;odbrusiš;odbrusi;odbrusismo;odbrusite;odbrusiše
izraziti;izrazih;izraziš;-;izrazismo;izraziste;izraziše
stražariti;stražarim;stražariš;stražaraše;stražarimo;stražarite;stražarahu
patiti;patim;patiš;paćaše;patimo;patite;pate
dojaditi;dojadim;dojadiš;dojadi;dojadismo;dojadite;dojadiše
sljubiti;sljubim;sljubiš;sljubi;sljubismo;sljubite;sljubiše
zasjeniti;zasjenih;zasjeni;-;zasjenismo;zasjenite;zasjene
privlačiti;privlačim;privlači;privlačaše;privlačimo;privlačite;privlače
blijedjeti;blijedim;blijeđaše;blijeđaše;blijedimo;blijedite;blijeđahu
nalaziti;nalažah;nalažaše;nalazi;nalažasmo;nalažaste;nalažahu
zakriliti;zakrilim;zakriliš;-;zakrilismo;zakrilite;zakrilit
dovoziti;dovožah;dovožaše;dovožaše;dovožasmo;dovožaste;dovožahu
predložiti;predložih;predloži;predložaše;predložimo;predložite;predložit
obesnažiti;obesnažim;obesnažiš;obesnaži;obesnažismo;obesnažite;obesnažiše
narumeniti;narumenim;narumeniš;narumeni;narumenismo;narumenite;narumeniše
priklopiti;priklopim;priklopiš;priklopi;priklopismo;priklopite;priklopiše
sletjeti;sletjeh;sletje;sletje;sletjesmo;sletjeste;sletješe
trusiti;trušah;trušaše;trušaše;trušasmo;trušaste;trušahu
onemogućiti;onemogućih;onemogućiš;onemogući;onemogućismo;onemogućiste;onemogućiše
zapušiti;zapušim;zapušiš;-;zapušismo;zapušiste;zapušiše
najašiti;najaših;najašiš;-;najašismo;najašiste;najašiše
skoriti;skorih;skoriš;skori;skorimo;skorite;-
učiti;učah;učiš;učaše;učasmo;učaste;učahu
nanositi;nanošah;nanošaše;nanošaše;nanošasmo;nanošaste;nanošahu
škripiti;škripljah;škripljaše;škripljaše;škripljasmo;škripljaste;škripljahu
osvojiti;osvojim;osvojiš;-;osvojismo;osvojite;osvojit
skrbiti;skrbim;skrbiš;skrbljaše;skrbimo;skrbite;-
odvrtjeti;odvrtio;odvrtje;odvrti;odvrtjesmo;odvrtjeste;odvrtješe
šareniti;šarenjah;šareniš;šarenjaše;šarenjasmo;šarenjaste;šarenjahu
olupiti;olupim;olupiš;olupi;olupismo;olupite;olupiše
opstojati;opstojim;opstojiš;opstoji;opstojmo;opstojte;opstoje
sjajiti;sjajim;sjajiti;sjajaše;sjajimo;sjajite;sjajahu
potamniti;potamnih;-;-;potamnismo;potamnivši;-
doličiti;doličih;doličiš;doličaše;doličismo;doličiste;doličiše
lihvariti;lihvarim;lihvariš;lihvari;lihvarimo;lihvarite;lihvare
razglobiti;razglobim;razglobiš;razglobi;razglobismo;razglobite;razglobiše
zakapariti;zakaparit;zakapariš;zakapari;zakaparismo;zakaparite;zakapare
zaprimiti;zaprimim;zaprimi;-;zaprimismo;zaprimite;zaprimit
obavijestiti;obavijestih;obavijestiš;-;obavijestismo;obavijestiste;obavijestit
iskititi;iskitim;iskitiš;-;iskitismo;iskitite;iskitiše
sneveseliti;sneveselim;sneveseliš;sneveseli;sneveselismo;sneveselite;sneveseliše
prenagliti;prenaglim;prenagli;prenagli;prenaglimo;prenaglite;prenagle
provlačiti;provlačim;provlači;provlači;provlačimo;provlačite;provlače
dozoriti;dozorih;dozoriš;dozori;dozorismo;dozoriste;dozoriše
grbačiti;-;-;-;-;-;-
potruditi;potrudim;potrudiš;potrudi;potrudismo;potrudite;potrudiše
pristaviti;pristavim;pristaviš;pristavi;pristavismo;pristavite;pristaviše
sazreti;sazrim;sazrije;sazrije;sazrimo;sazrite;sazret
treštati;treštim;treštiš;treštaše;treštimo;treštite;treštahu
sazoriti;sazorih;sazoriš;sazori;sazorismo;sazoriste;sazoriše
ženiti;ženjah;ženjaše;ženi;ženjasmo;ženjaste;ženjahu
tlapiti;tlapljah;tlapljaše;tlapljaše;tlapljasmo;tlapljaste;tlapljahu
pocrvenjeti;pocrvenjeh;pocrveniš;pocrvenje;pocrvenjesmo;pocrvenjeste;pocrvenješe
bježati;bježim;bježiš;bježaše;bježimo;bježaste;bježe
pištati;pištim;pištiš;pištaše;pištimo;pištite;pište
uhraniti;uhranim;uhraniš;uhrani;uhranismo;uhranite;uhraniše
napraviti;napravih;napraviš;-;napravismo;napraviste;napravit
pronevjeriti;pronevjerim;pronevjeriš;pronevjeri;pronevjerismo;pronevjerite;pronevjeriše
oneraspoložiti;oneraspoložih;oneraspoložiš;oneraspoloži;oneraspoložismo;oneraspoložiste;oneraspoložiše
udubiti;udubim;-;-;-;-;-
truliti;trunjah;trunu;trunu;trunjasmo;trunjaste;trunu
pobijediti;pobijedim;pobijediš;-;pobijedismo;pobijedite;pobijediše
osmuditi;osmudih;osmudiš;osmudi;osmudismo;osmudiste;osmudiše
poučiti;poučih;poučiš;pouči;poučimo;poučite;pouče
jarmiti;jarmljah;jarmljaše;jarmljaše;jarmljasmo;jarmljaste;jarmljahu
obljutaviti;obljutavim;obljutaviš;obljutavi;obljutavismo;obljutavite;obljutaviše
silaziti;silažah;silažaše;silažaše;silažasmo;silažaste;silažahu
pocrnjeti;pocrnjeh;pocrnje;pocrnje;pocrnjesmo;pocrnjeste;pocrnješe
gušiti;gušim;gušiš;gušaše;gušimo;gušite;gušahu
podjetinjiti;podjetinjim;podjetinjiš;podjetinji;podjetinjismo;podjetinjite;podjetinjiše
otkvačiti;otkvačih;otkvačiš;otkvači;otkvačismo;otkvačivši;otkvačiše
oglušiti;oglušim;oglušiš;ogluši;oglušismo;oglušiste;ogluše
uriti;urim;-;-;-;-;-
spaliti;spalim;spališ;-;spalismo;spalite;spalit
tutnjiti;tutnjim;tutnjiš;tutnji;tutnjimo;tutnjite;tutnjahu
