nasukati;nasukan;nasukana;nasukano;nasukani;nasukane;nasukaju
rasitniti;rasitnim;rasitniš;rasitni;rasitnismo;rasitnjena;rasitniše
odslužiti;odslužen;odslužena;odsluženo;odsluženi;odslužene;odslužiše
domamiti;domamljen;domamljena;domamljeno;domamljeni;domamljene;domamiše
plijeniti;plijenjen;plijenjena;plijenjeno;plijenjeni;plijenjene;plijenjahu
prestrašiti;prestraših;prestrašiš;-;prestrašimo;prestrašiste;prestrašit
izluditi;izluđen;izluđena;izluđeno;izluđeni;izluđene;izludiše
preduhitriti;preduhitrim;preduhitriš;preduhitri;preduhitrismo;preduhitrena;preduhitriše
tratiti;traćah;tratiš;traćaše;traćasmo;traćene;traćahu
dražiti;dražah;dražiš;dražaše;dražimo;dražene;dražahu
spljoštiti;spljoštim;spljoštiš;spljošti;spljoštismo;spljoštite;spljoštiše
postiti;postim;postiš;pošćaše;postimo;postite;-
uokviriti;uokvirim;uokviriš;-;uokvirismo;uokvirite;uokviriše
zabijeljeti;zabijeljevši;zabijeliš;zabijeljelo;zabijeljeli;zabijeljele;zabijelješe
zagrabiti;zagrabim;zagrabiš;zagrabi;zagrabismo;zagrabljena;zagrabiše
ulijepiti;ulijepim;ulijepiš;ulijepi;ulijepismo;ulijepljena;ulijepiše
kiptjeti;kiptio;kiptila;kiptilo;kiptili;kiptile;kipteći
povisiti;povisim;povisiš;-;povisismo;povisite;povisit
svaštariti;svaštarim;svaštariš;svaštari;svaštarimo;svaštarite;svaštare
izvjetriti;izvjetren;izvjetrena;izvjetreno;izvjetreni;izvjetrene;izvjetriše
brusiti;brusih;brusiš;brušaše;brusismo;brusiste;brusit
ljenčariti;ljenčarah;ljenčaraše;neka ljenčari;ljenčarasmo;ljenčaraste;ljenčareći
iscijediti;iscijedih;iscijediš;-;iscijedismo;iscijediste;iscijediše
raskzstiti;raskrstim;raskrstiš;raskrsti;raskrstismo;raskrštena;raskrstiše
odlomiti;odlomih;odlomiš;-;odlomismo;odlomiste;odlomiše
nadopuniti;nadopunih;nadopunjena;nadopunjeno;nadopunjrni;nadopunila;neka nadopune
zlobiti;zlobljah;zlobljaše;zlobljaše;zlobljasmo;zlobljena;zlobljahu
odbaciti;odbacim;odbaciš;-;odbacimo;odbacite;odbacit
brodariti;brodarim;brodariš;brodari;brodarimo;brodarite;brodareći
objediniti;objedinih;objedini;-;objedinismo;objediniste;objediniše
ispostiti;ispostim;ispostiš;isposti;ispostismo;ispostite;ispostiše
brzoglasiti;brzoglasih;brzoglasaše;brzoglašaše;brzoglasismo;brzoglasiste;brzoglaseći
ogriješiti;ogriješim;ogriješiš;ogriješi;ogriješismo;ogriješite;ogriješiše
osvijetliti;osvijetlih;osvijetliš;-;osvijetlismo;osvijetliste;osvijetliše
treptjeti;treptim;treptiš;trepti;treptimo;treptite;trepte
zvoniti;zvonjah;zvonjaše;zvonjaše;zvonjasmo;zvonjaste;zvonjahu
uštaviti;uštavim;uštaviš;uštavi;uštavismo;uštavljena;uštaviše
podojiti;podojim;podoji;-;podojismo;podojite;podojit
saditi;sadim;sadiš;sađaše;sadimo;sađena;sade
pripaziti;pripazim;pripazi;pripazi;pripazimo;pripažena;-
pribrojati;pribrojih;pribrojena;pribrojeno;pribrojeni;pribrojile;pribrojiše
prekoriti;prekorim;prekoriš;prekori;prekorismo;prekorena;prekoriše
prigustiti;prigustim;prigustiš;prigusti;prigustismo;prigustite;prigustiše
upotpuniti;upotpunim;upotpuniš;upotpuni;upotpunismo;upotpunjene;upotpuniše
hrliti;hrljah;hrljaše;hrljaše;hrljasmo;hrljaste;hrljahu
vzvjeti;vrvljah;vrvljaše;vrvljaše;vrvljasmo;vrvljaste;vrvljahu
snimiti;snimim;snimiš;-;snimismo;snimite;snimiše
objelodaniti;objelodanjen;objelodanjena;objelodanjeno;objelodanjeni;objelodanjene;objelodaniše
optrčati;optrčan;optrčana;optrčano;optrčani;optrčane;-
zašuštati;zašuštim;zašuštiš;zašušta;zašuštimo;zašuštite;zašušte
ugoditi;ugodim;ugodiš;ugodi;ugodismo;ugodite;ugodiše
prišarafiti;prišarafim;prišarafiš;prišarafi;prišarafismo;prišarafljena;prišarafiše
razgraditi;razgradim;razgradiš;razgradi;razgradismo;razgrađena;razgradiše
utjeloviti;utjelovim;utjeloviš;-;utjelovismo;utjelovite;utjeloviše
gnijezditi;gniježđen;gniježđena;gniježđeno;gniježđeni;gniježđene;gnijezdeći
osoliti;osolim;osoljena;osoljeno;osoljeni;osoljene;osoliše
pogriješiti;pogriješim;pogriješiš;pogriješi;pogriješismo;pogriješite;pogriješiše
ukloniti;uklonih;ukloniš;ukloni;uklonimo;uklonite;uklone
izgrditi;izgrđen;izgrđena;izgrđeno;izgrđeni;izgrdite;izgrdiše
kričati;kričah;kričiš;kričaše;kričasmo;kričale;kričahu
obeshrabriti;obeshrabrih;obeshrabri;-;obeshrabrismo;obeshrabriste;obeshrabriše
naraditi;naradim;naradiš;naradi;naradismo;naradite;naradiše
prepustiti;prepustim;prepustiš;-;prepustismo;prepustite;prepustit
raspekmeziti;raspekmezim;raspekmeziš;raspekmezi;raspekmezismo;raspekmežena;raspekmeziše
uštedjeti;uštedjeh;uštediš;uštedje;uštedjesmo;uštedjeste;uštedješe
pretvoriti;pretvorih;pretvoriš;-;pretvorismo;pretvorite;pretvoriše
sprtiti;sprtim;sprtiš;sprti;sprtismo;sprćena;sprtiše
obogatiti;obogatim;obogati;-;obogatismo;obogatite;obogatit
zaživjeti;zaživjeh;zaživje;zaživje;zaživjesmo;zaživjeste;zaživješe
pretražiti;pretražim;pretražiš;-;pretražismo;pretražite;pretražit
zahučati;zahučavši;zahučala;zahučalo;zahučali;zahučale;neka zahuče
zakiseliti;zakiselit;zakiseljena;zakiseljena;zakiseljeni;zakiseljena;zakiseljena
skzstiti;-;-;-;-;-;-
potpaliti;potpalim;potpališ;potpali;potpalismo;potpaljena;potpališe
gaditi;gadim;gadiš;gadi;gadimo;gadila;-
opčiniti;opčinih;opčiniš;-;opčinismo;opčiniste;opčinit
sumporiti;-;-;-;-;-;-
osjetiti;osjetih;osjetiš;-;osjetismo;osjetiste;osjetit
uznositi;uznosim;uznosi;uznošaše;uznosimo;uznošena;uznose
zvečati;zvečah;zvečala;zveči;zvečali;zvečaste;zvečahu
okuražiti;okuražen;okuražena;okuraženo;okuraženi;okuražila;okuražiše
grčiti;grčah;grčaše;-;grčasmo;grčili;grčahu
promrsiti;promrsim;promrsiš;promrsi;promrsismo;promrsite;promrsiše
nanjušiti;nanjušen;nanjušena;nanjušeno;nanjušeni;nanjušene;nanjušiše
rubiti;rubljah;rubljaše;rubljaše;rubljasmo;rubljena;rubljahu
blagosloviti;blagoslovim;blagosloviš;-;blagoslovismo;blagoslovite;blagoslovit
zasuziti;zasuzih;zasuziš;zasuzi;zasuzismo;zasuzila;zasuziše
pritvoriti;pritvorim;pritvoriš;-;pritvorismo;pritvorite;pritvorit
tiještiti;tiještim;tiještiš;tiješti;tiještimo;tiještene;tiješte
ošamariti;ošamaren;ošamarena;ošamareno;ošamareni;ošamarila;ošamariše
uzgojiti;uzgojim;uzgojiš;-;uzgojismo;uzgojite;uzgojiše
pokročiti;pokročih;pokročiš;pokroči;pokročismo;pokročite;pokroče
sasušiti;sasušim;sasušiš;sasušeno;sasušeni;sasušile;neka sasuše
modriti;modrah;modriš;modraše;modrasmo;modrite;modrahu
zapanjiti;zapanjim;zapanji;-;zapanjismo;zapanjite;zapanjit
glupjeti;glupljah;glupljaše;glupljaše;glupljasmo;glupljaste;glupeći
spaziti;spazim;spaziš;spazi;spazismo;spažena;spaziše
uzavreti;uzavrim;uzavrije;uzavrije;uzavrimo;uzavrite;uzavru
dvoriti;dvorim;dvoriš;dvoraše;dvorimo;dvorena;dvore
protumačiti;protumačih;protumačiš;protumači;protumačismo;protumačene;protumačiše
ocijeniti;ocijenim;ocijeniš;-;ocijenismo;ocijenite;ocijeniše
ustremiti;ustremim;ustremiš;ustremi;ustremismo;ustremljena;ustremiše
nakupiti;nakupih;nakupiš;-;nakupismo;nakupite;nakupe
prigrabiti;prigrabim;prigrabiš;prigrabi;prigrabismo;prigrabljena;prigrabiše
promijeniti;promijenim;promijeniš;-;promijenismo;promijenite;promijenit
zazelenjeti;zazelenim;zazeleniš;zazelenje;zazelenimo;zazelenite;zazelene
naručiti;naručim;naručiš;-;naručismo;naručiste;naručit
poviriti;povirim;poviriš;poviri;povirismo;povirite;poviriše
lišiti;liših;lišiš;liši;lišismo;lišiste;lišiše
zacakliti;zacaklim;zacakliš;zacakli;zacaklismo;zacakljena;zacakliše
razmutiti;razmutim;razmutiš;razmuti;razmutismo;razmućene;razmutiše
kipjeti;kipljah;kipljaše;kipljaše;kipljasmo;kipljaste;kipeći
iskoristiti;iskoristih;iskoristiš;-;iskoristli;iskorististe;iskoristiše
oploditi;oplođen;oplođena;oplodi;oplođeni;oplođene;oplodiše
spraviti;spravim;spravi;spravi;spravimo;spravljena;spraviše
duriti;durim;duriš;duri;durimo;durite;dure
izvijestiti;izviješten;izviještena;izviješteno;izviješteni;izviještene;izvijestiše
spriječiti;spriječih;spriječiš;spriječi;spriječismo;spriječene;spriječiše
zračiti;zračen;zračena;zračeno;zračeni;zračaste;zračeći
naježiti;naježim;naježiš;-;naježismo;naježite;naježiše
ucijepiti;ucijepim;ucijepiš;ucijepi;ucijepismo;ucijepite;ucijepiše
nagrditi;nagrdih;nagrdiš;-;nagrdismo;nagrdiste;nagrdiše
otopiti;otopih;otopi;-;otopismo;otopiste;otopit
rasklopiti;rasklopim;rasklopiš;-;rasklopismo;rasklopite;rasklopit
ražalostiti;ražalostih;ražalostiš;-;ražalostismo;ražalostiste;ražalostiše
otpečatiti;otpečaćen;otpečaćena;otpečaćeno;otpečaćeni;otpečatila;otpečatiše
načuditi;načudim;načudiš;načudi;načudismo;načudila;načudiše
izmijeniti;izmijenim;izmijeniš;-;izmijenismo;izmijenite;izmijenit
oprašiti;oprašen;oprašena;oprašeno;oprašeni;oprašene;oprašiše
grbiti;grbljen;grbljena;grbljeno;grbljeni;grbljene;grbeći
izgladniti;izgladnjen;izgladnjena;izgladnjeno;izgladnjeni;izgladnjene;izgladniše
stakliti;staklim;stakliš;stakli;staklimo;stakljena;stakle
guliti;guljen;guljena;guljeno;guljeni;guljene;guleći
obnoviti;obnovih;obnoviš;-;obnovismo;obnoviste;obnovit
mrmoriti;mrmorim;mrmoriš;mrmori;mrmorimo;mrmorite;mrmore
naoblačiti;naoblačih;naoblačena;naoblačeno;naoblačeni;naoblačene;naoblačiše
zabrazditi;zabražđen;zabražđena;zabražđeno;zabražđeni;zabražđene;zabrazdiše
naćuliti;naćuljen;naćuljena;naćuljeno;naćuljeni;naćulila;naćuliše
pojeftiniti;pojeftinjen;pojeftinjena;pojeftinjeno;pojeftinjeni;pojeftinjene;pojeftiniše
suditi;suđah;sudiš;suđaše;suđasmo;suđaste;suđahu
lediti;leđen;leđena;leđeno;leđeni;leđene;ledeći
zakasniti;zakasnim;zakasniš;zakasni;zakasnismo;zakasnite;zakasne
koračati;koračim;korači;koračalo;koračamo;koračale;koračahu
zaključiti;zaključim;zaključi;-;zaključimo;zaključite;zaključit
spojiti;spojim;spojiš;-;spojismo;spojiste;spojit
cičati;cican;cicana;cicano;cicani;cicane;cicajući
prihoditi;prihodim;prihodiš;prihodi;prihodimo;prihođena;prihode
ćutjeti;ćutim;ćutiš;ćućaše;ćutimo;ćutite;ćute
presušiti;presušim;presušiš;-;presušismo;presušite;presušit
iskapiti;iskapljen;iskapljena;iskapljeno;iskapljeni;iskapina;iskape
pjevušiti;pjevušim;pjevušiš;pjevuši;pjevušimo;pjevušite;pjevuše
trapiti;trapim;trapi;trapljaše;trapimo;trapljena;trape
istrijezniti;istriježnjen;istriježnjena;istriježnjeno;istriježnjeni;istriježnjene;istrijezniše
uletjeti;uletjeh;uletje;uletje;uletjesmo;uletjeste;uletješe
papriti;paprim;papriš;papraše;paprimo;paprite;papre
odjaviti;odjavljen;odjavljena;odjavljeno;odjavljeni;odjavila;odjaviše
smisliti;smislim;smisliš;-;smislismo;smislite;smisliše
osvetiti;osvetih;osvetiš;-;osvetismo;osvetiste;osvetiše
dvoumiti;dvoumljah;dvoumljaše;dvoumljaše;dvoumljasmo;dvoumljaste;dvoumljahu
zaluditi;zaluđen;zaluđena;zaluđena;zaluđeni;zaluđena;zaluđena
zaletjeti;zaletjeh;zaleti;zaletje;zaletjesmo;zaletite;zalete
svinjiti;svinjim;svinjiš;svinjaše;svinjimo;svinjite;svinjahu
popaliti;popalim;popali;-;popalismo;popalite;popalit
pojednostaviti;pojednostavih;pojednostaviš;pojednostavljeno;pojednostavismo;pojednostavljene;pojednostaviše
upamtiti;upamtim;upamtiš;upamti;upamtismo;upamćena;upamtiše
izmlatiti;izmlaćen;izmlaćena;izmlaćeno;izmlaćeni;izmlaćene;izmlatiše
nagorjeti;nagoren;nagorena;nagoreno;nagoreni;nagorene;nagorješe
cakliti;cakljen;cakljaše;cakljeno;cakljeni;cakljene;cakleći
porazdijeliti;porazdijeljen;porazdijeljena;porazdijeljena;porazdijeljeni;porazdijeljena;porazdijeljena
namučiti;namučen;namučena;namučeno;namučeni;namučene;namuče
zaraditi;zaradim;zaradi;-;zaradismo;zaradite;zarade
sablazniti;sablaznim;sablazniš;sablazni;sablaznismo;sablažnjena;sablazniše
sastojati;sastojim;sastojiš;sastoji;sastojmo;sastojte;sastojeći
zaokrugliti;zaokrugljen;zaokrugljena;zaokrugljena;zaokrugljeni;zaokruglila;zaokrugljena
svršiti;svršim;svršiš;-;svršismo;svršite;svršit
otpremiti;otpremim;otpremiš;-;otpremismo;otpremite;otpremit
ograničiti;ograničih;ograniči;-;ograničismo;ograničiste;ograničiše
zaželjeti;zaželjen;zaželje;zaželjeno;zaželjesmo;zaželjene;zaželješe
izmigoljiti;izmigoljen;izmigoljena;izmigoljeno;izmigoljeni;izmigoljene;izmigoljiše
zašiljiti;zašiljim;zašiljiš;zašilji;zašiljismo;zašiljite;zašiljiše
pozvoniti;pozvonim;pozvoniš;pozvoni;pozvonismo;pozvonite;pozvoniše
dokupiti;dokupljen;dokupljena;dokupljeno;dokupljeni;dokupljene;dokupiše
zguriti;zgurim;zguriš;zguri;zgurismo;zgurene;zguriše
trampiti;trampim;trampiš;trampi;trampimo;trampite;trampe
koriti;koren;korena;koreno;koreni;korene;korahu
ispatiti;ispatim;ispaćna;-;ispatismo;ispatite;ispatiše
odstupiti;odstupim;odstupiš;odstupi;odstupismo;odstupite;odstupiše
udariti;udarim;udariš;-;udarismo;udarite;udarit
pohvaliti;pohvaljen;pohvaljena;pohvaljeno;pohvaljeni;pohvaljene;pohvališe
iskusiti;iskusim;iskusiš;iskusi;iskusismo;iskusite;iskusiše
zasaditi;zasadim;zasadi;-;zasadismo;zasadite;zasadit
zgaditi;zgađen;zgađena;zgađeno;zgađeni;zgađene;zgadijena
divaniti;divanjah;divanjaše;divanjaše;divanjasmo;divanjaste;divaneći
omastiti;omastih;omastiš;-;omastismo;omastiste;omastiše
broditi;brođah;brođaše;brodi;brođasmo;brođaste;brođahu
obljubiti;obljubim;obljubiš;-;obljubismo;obljubite;obljubiše
pripustiti;pripustim;pripuštena;pripusti;pripustismo;pripuštena;pripustiše
podmititi;podmitim;podmitiš;-;podmitismo;podmitite;podmitit
raskiseliti;raskiselim;raskiseliš;raskiseli;raskiselismo;raskiseljena;raskiseliše
predvidjeti;predvidjeh;predvidiš;predvidje;predvidjesmo;predvidjeste;predvidješe
groziti;grožah;grožaše;grožaše;grožasmo;grožaste;grožahu
odmrsiti;odmršen;odmršena;odmršeno;odmršeni;odmrsila;odmrsiše
pobjesnjeti;pobjesnjeh;pobjesnje;pobjesnje;pobjesnjesmo;pobjesnjeste;pobjesnješe
baštiniti;baštinjah;baštinjena;baštini;baštinjeni;baštinjene;baštineći
podudariti;podudaren;podudarena;podudareno;podudareni;podudarene;podudariše
djetinjiti;djetinjah;djetinjiš;djetinjaše;djetinjimo;djetinjite;djetinjahu
ciganiti;ciganjah;ciganjaše;ciganjaše;ciganjasmo;ciganjena;ciganjahu
zgoditi;zgođen;zgođena;zgođeno;zgođeni;zgođene;zgodiše
prekaliti;prekalim;prekališ;-;prekalismo;prekalite;prekališe
zaustaviti;zaustavim;zaustaviš;-;zaustavismo;zaustaviste;zaustavit
istrusiti;istrusih;istrusiš;istrusi;istrusismo;istrusiste;istruse
jariti;jarim;jariš;jaraše;jarimo;jarite;jarahu
izručiti;izručim;izruči;-;izručismo;izručiste;izruče
narušiti;narušim;narušiš;-;narušismo;narušite;narušiše
uzajmiti;uzajmim;uzajmiš;-;uzajmismo;uzajmite;uzajmit
oćutjeti;oćućen;oćućena;oćućeno;oćutimo;oćućene;oćutješe
krivotvoriti;krivotvorim;krivotvoriš;krivotvoraše;krivotvorimo;krivotvorite;krivotvore
rositi;rošah;rošaše;rošaše;rošasmo;roseći;rošahu
prinositi;prinosim;prinosiš;prinošaše;prinosimo;prinošena;prinose
uvjeriti;uvjerih;uvjeriš;-;uvjerismo;uvjeriste;uvjerit
odvoditi;odvođen;odvođena;odvođeno;odvođeni;odvođene;odvođahu
natkriliti;natkriljen;natkriljena;natkriljeno;natkriljeni;natkriljene;natkriliše
poklopiti;poklopim;poklopi;-;poklopismo;pokloljene;poklopit
dosjetiti;dosjetim;dosjetiš;dosjeti;dosjetismo;dosjetite;dosjetiše
zaokružiti;zaokružim;zaokruži;-;zaokružismo;zaokružite;zaokružit
uvrijediti;uvrijedih;uvrijediš;-;uvrijedismo;uvrijediste;uvrijede
uspostaviti;uspostavih;uspostaviš;-;uspostavismo;uspostaviste;uspostaviše
ugnijezditi;ugnijezdim;ugnijezdiš;ugnijezdi;ugnijezdismo;ugniježđena;ugnijezdiše
začiniti;začinih;začiniš;-;začinismo;začiniste;začiniše
opteretiti;opteretih;optereti;-;opteretismo;opteretiste;opterete
lakomiti;lakomljah;lakomljaše;lakomljaše;lakomljasmo;lakomljaste;lakomeći
veseliti;-;veseliš;veseljaše;veselimo;veselite;-
počistiti;počistivši;počišćena;počišćeno;počišćeni;počišćene;neka počiste
ceriti;cerim;ceriš;ceri;cerimo;cerite;cereći
porobiti;porobih;porobi;-;porobismo;porobite;porobe
posvjedočiti;posvjedočim;posvjedočiš;posvjedoči;posvjedočimo;posvjedočite;posvjedočiše
ugljeniti;ugljenjah;ugljenjaše;ugljenjaše;ugljenjasmo;ugljenjena;ugljenjahu
natočiti;natočih;natočiš;-;natočismo;natočiste;natočit
usitniti;usitnim;usitniš;-;usitnismo;usitnite;usitniše
ljuštiti;ljušten;ljuštena;ljušteno;ljušteni;ljuštila;ljušteći
predbaciti;predbacim;predbaciš;predbaci;predbacismo;predbačena;predbaciše
zavapiti;zavapim;zavapiš;zavapi;zavapismo;zavapiste;zavapiše
premjestiti;premjestim;premjestiš;-;premjestismo;premjestite;premjestit
udijeliti;udijelim;udijeliš;-;udijelismo;udijelite;udijeliše
obustaviti;obustavim;obustaviš;-;obustavismo;obustavite;obustaviše
kesiti;kešah;kešaše;-;kešasmo;kešaste;kešahu
besposličariti;besposličarah;besposličaraše;neka besposličari;besposličarasmo;besposličarila;besposličareći
pakostiti;pakošćah;pakošćaše;pakosi;pakošćasmo;pakošćaste;pakosteći
izdrobiti;izdrobljen;izdrobljena;izdrobljeno;izdrobljeni;izdrobljene;izdrobiše
mamiti;mamljen;mamljena;mamljeno;mamljeni;mamljene;mameći
zabliještiti;zabliještim;zabliještiš;zabliješti;zabliještismo;zabliještite;zabliještiše
bratiti;bratim;bratiš;braćaše;bratimo;braćena;-
ogrubjeti;ogrubjeh;ogrubje;ogrubje;ogrubjesmo;ogrubjeste;ogrubješe
ohrabriti;ohrabrih;ohrabriš;-;ohrabrismo;ohrabriste;ohrabrit
žvrgoljiti;žvrgoljen;žvrgoljena;žvrgoljeno;žvrgoljeni;žvrgoljene;žvrgoljeći
očeličiti;očeličen;očeličena;očeličeno;očeličeni;očeličila;očeličiše
odsjediti;odsjedim;odsjediš;odsjedi;odsjedismo;odsjedite;odsjediše
udiviti;udivim;udiviš;udivi;udivismo;udivite;udiviše
upokojiti;upokojim;upokojiš;upokoji;upokojismo;upokojena;upokojiše
bridjeti;briđah;briđaše;bridi;briđasmo;briđaste;brideći
turiti;turim;turiš;turi;turismo;turene;turiše
odalečiti;odalečit;odalečena;odalečeno;odalečeni;odalečene;odalečiše
sliniti;slinjah;slinjaše;slinjaše;slinjasmo;slinjaste;slinjahu
zagrmjeti;-;-;-;-;-;-
pretopiti;pretopim;pretopiš;pretopi;pretopismo;pretopljena;pretopiše
podržaviti;-;-;-;-;-;-
težiti;težim;težiš;težaše;težimo;težite;težahu
krviti;-;-;-;-;-;-
zatutnjati;zatutnjavši;zatutnjala;zatutnji;zatutnjali;zatutnjale;zatutnjaše
izdržati;-;-;-;-;-;-
udrobiti;udrobim;udrobiš;udrobi;udrobismo;udrobljena;udrobiše
primamiti;primamim;primamiš;primami;primamismo;primamite;primamiše
puniti;punjah;punjaše;punjaše;punjasmo;punjaste;punjahu
nazdraviti;nazdravljen;nazdravljena;nazdravi;nazdravismo;nazdravljene;nazdraviše
bratimiti;bratimljen;bratimljena;bratimljeno;bratimljeni;bratimljene;bratimeći
naumiti;naumim;naumiš;-;naumismo;naumite;naumiše
ustrojiti;ustrojim;ustrojiš;-;ustrojismo;ustrojite;ustrojiše
prosjačiti;prosjačim;prosjači;prosjačaše;prosjačimo;prosjačena;prosjače
kišiti;kišim;kišiš;kišaše;kišasmo;kišaste;kišeći
zdipiti;zdipim;zdipiš;zdipi;zdipismo;zdipljena;zdipiše
strovaliti;strovalim;strovališ;strovali;strovalismo;strovaljena;strovališe
životariti;životarim;životariš;životaraše;životarimo;životarite;životareći
zloupotrijebiti;zloupotrijebljen;zloupotrijebljena;zloupotrijebljeno;zloupotrijebljeni;zloupotrijebljene;zloupotrijebiše
izvoljeti;izvoljevši;izvoliš;izvoljelo;izvolimo;izvoljele;izvole
zagorjeti;zagorjeh;zagorje;zagorje;zagorjesmo;zagorjeste;zagorješe
dužiti;dužim;dužiš;dužaše;dužimo;dužene;dužahu
zavzvjeti;zavrvjeh;zavrvje;zavrvje;zavrvjesmo;zavrvjeste;zavrvješe
ostakliti;ostaklim;ostakliš;-;ostaklismo;ostaklite;ostakliše
izjednačiti;izjednačih;izjednačiš;-;izjednačismo;izjednačiste;izjednačiše
smlatiti;smlatim;smlatiš;smlati;smlatismo;smlaćena;smlatiše
oglobiti;oglobljen;oglobljena;oglobljeno;oglobljeni;oglobljene;oglobiše
iznuditi;iznudih;iznudi;-;iznudismo;iznudiste;iznudiše
