nasukati;nasukam;nasukaš;nasuka;nasukamo;nasukate;nasukaju
crveniti;crvenim;crveniš;crveni;crvenimo;crvenite;crvene
izvlastiti;izvlastsem;izvlastseš;izvlastse;izvlastsemo;izvlastsete;izvlastsu
proslijediti;proslijedim;proslijediš;proslijedi;proslijedimo;proslijedite;proslijede
obilaziti;obilazim;obilaziš;obilazi;obilazimo;obilazite;obilaze
zažuboriti;zažuborim;zažuboriš;zažubori;zažuborimo;zažuborite;zažubore
približiti;približim;približiš;približi;približimo;približite;približe
pograbiti;pograbim;pograbiš;pograbi;pograbimo;pograbite;pograbe
nadvisiti;nadvisim;nadvisiš;nadvisi;nadvisimo;nadvisite;nadvise
nadgraditi;nadgradim;nadgradiš;nadgradi;nadgradimo;nadgradite;nadgrade
navratiti;navratim;navratiš;navrati;navratimo;navratite;navrate
gariti;garim;gariš;gari;garimo;garite;gare
osporiti;osporim;osporiš;ospori;osporimo;osporite;ospore
otarasiti;otarasim;otarasiš;otarasi;otarasimo;otarasite;otarase
ulaziti;ulazim;ulaziš;ulazi;ulazimo;ulazite;ulaze
iskaliti;iskalim;iskališ;iskali;iskalimo;iskalite;iskale
zastakliti;zastaklim;zastakliš;zastakli;zastaklimo;zastaklite;zastakle
podražiti;podražim;podražiš;podraži;podražimo;podražite;podraže
skzšiti;skzšim;skzšiš;skzši;skzšimo;skzšite;skzše
posijedjeti;posijedjmem;posijedjmeš;posijedjme;posijedjmemo;posijedjmete;posijedjmu
rasitniti;rasitnim;rasitniš;rasitni;rasitnimo;rasitnite;rasitne
odslužiti;odslužim;odslužiš;odsluži;odslužimo;odslužite;odsluže
domamiti;domamim;domamiš;domami;domamimo;domamite;domame
plijeniti;plijenim;plijeniš;plijeni;plijenimo;plijenite;plijene
prestrašiti;prestrašim;prestrašiš;prestraši;prestrašimo;prestrašite;prestraše
izluditi;izludim;izludiš;izludi;izludimo;izludite;izlude
preduhitriti;preduhitrim;preduhitriš;preduhitri;preduhitrimo;preduhitrite;preduhitre
tratiti;tratim;tratiš;trati;tratimo;tratite;trate
dražiti;dražim;dražiš;draži;dražimo;dražite;draže
spljoštiti;spljoštim;spljoštiš;spljošti;spljoštimo;spljoštite;spljošte
postiti;postsem;postseš;postse;postsemo;postsete;postsu
uokviriti;uokvirim;uokviriš;uokviri;uokvirimo;uokvirite;uokvire
zabijeljeti;zabijeljmem;zabijeljmeš;zabijeljme;zabijeljmemo;zabijeljmete;zabijeljmu
zagrabiti;zagrabim;zagrabiš;zagrabi;zagrabimo;zagrabite;zagrabe
ulijepiti;ulijepim;ulijepiš;ulijepi;ulijepimo;ulijepite;ulijepe
kiptjeti;kiptjmem;kiptjmeš;kiptjme;kiptjmemo;kiptjmete;kiptjmu
povisiti;povisim;povisiš;povisi;povisimo;povisite;povise
svaštariti;svaštarim;svaštariš;svaštari;svaštarimo;svaštarite;svaštare
izvjetriti;izvjetrim;izvjetriš;izvjetri;izvjetrimo;izvjetrite;izvjetre
brusiti;brusim;brusiš;brusi;brusimo;brusite;bruse
ljenčariti;ljenčarim;ljenčariš;ljenčari;ljenčarimo;ljenčarite;ljenčare
iscijediti;iscijedim;iscijediš;iscijedi;iscijedimo;iscijedite;iscijede
raskzstiti;raskzstsem;raskzstseš;raskzstse;raskzstsemo;raskzstsete;raskzstsu
odlomiti;odlomim;odlomiš;odlomi;odlomimo;odlomite;odlome
nadopuniti;nadopunim;nadopuniš;nadopuni;nadopunimo;nadopunite;nadopune
zlobiti;zlobim;zlobiš;zlobi;zlobimo;zlobite;zlobe
odbaciti;odbacim;odbaciš;odbaci;odbacimo;odbacite;odbace
brodariti;brodarim;brodariš;brodari;brodarimo;brodarite;brodare
objediniti;objedinim;objediniš;objedini;objedinimo;objedinite;objedine
ispostiti;ispostsem;ispostseš;ispostse;ispostsemo;ispostsete;ispostsu
brzoglasiti;brzoglasim;brzoglasiš;brzoglasi;brzoglasimo;brzoglasite;brzoglase
ogriješiti;ogriješim;ogriješiš;ogriješi;ogriješimo;ogriješite;ogriješe
osvijetliti;osvijetlim;osvijetliš;osvijetli;osvijetlimo;osvijetlite;osvijetle
treptjeti;treptjmem;treptjmeš;treptjme;treptjmemo;treptjmete;treptjmu
zvoniti;zvonim;zvoniš;zvoni;zvonimo;zvonite;zvone
uštaviti;uštavim;uštaviš;uštavi;uštavimo;uštavite;uštave
podojiti;podojim;podojiš;podoji;podojimo;podojite;podoje
saditi;sadim;sadiš;sadi;sadimo;sadite;sade
pripaziti;pripazim;pripaziš;pripazi;pripazimo;pripazite;pripaze
pribrojati;pribrojam;pribrojaš;pribroja;pribrojamo;pribrojate;pribrojaju
prekoriti;prekorim;prekoriš;prekori;prekorimo;prekorite;prekore
prigustiti;prigustsem;prigustseš;prigustse;prigustsemo;prigustsete;prigustsu
upotpuniti;upotpunim;upotpuniš;upotpuni;upotpunimo;upotpunite;upotpune
hrliti;hrlim;hrliš;hrli;hrlimo;hrlite;hrle
vzvjeti;vzvjmem;vzvjmeš;vzvjme;vzvjmemo;vzvjmete;vzvjmu
snimiti;snimim;snimiš;snimi;snimimo;snimite;snime
objelodaniti;objelodanim;objelodaniš;objelodani;objelodanimo;objelodanite;objelodane
optrčati;optrčam;optrčaš;optrča;optrčamo;optrčate;optrčaju
zašuštati;zašuštam;zašuštaš;zašušta;zašuštamo;zašuštate;zašuštaju
ugoditi;ugodim;ugodiš;ugodi;ugodimo;ugodite;ugode
prišarafiti;prišarafim;prišarafiš;prišarafi;prišarafimo;prišarafite;prišarafe
razgraditi;razgradim;razgradiš;razgradi;razgradimo;razgradite;razgrade
utjeloviti;utjelovim;utjeloviš;utjelovi;utjelovimo;utjelovite;utjelove
gnijezditi;gnijezdim;gnijezdiš;gnijezdi;gnijezdimo;gnijezdite;gnijezde
osoliti;osolim;osoliš;osoli;osolimo;osolite;osole
pogriješiti;pogriješim;pogriješiš;pogriješi;pogriješimo;pogriješite;pogriješe
ukloniti;uklonim;ukloniš;ukloni;uklonimo;uklonite;uklone
izgrditi;izgrdim;izgrdiš;izgrdi;izgrdimo;izgrdite;izgrde
kričati;kričam;kričaš;kriča;kričamo;kričate;kričaju
obeshrabriti;obeshrabrim;obeshrabriš;obeshrabri;obeshrabrimo;obeshrabrite;obeshrabre
naraditi;naradim;naradiš;naradi;naradimo;naradite;narade
prepustiti;prepustsem;prepustseš;prepustse;prepustsemo;prepustsete;prepustsu
raspekmeziti;raspekmezim;raspekmeziš;raspekmezi;raspekmezimo;raspekmezite;raspekmeze
uštedjeti;uštedjmem;uštedjmeš;uštedjme;uštedjmemo;uštedjmete;uštedjmu
pretvoriti;pretvorim;pretvoriš;pretvori;pretvorimo;pretvorite;pretvore
sprtiti;sprtim;sprtiš;sprti;sprtimo;sprtite;sprte
obogatiti;obogatim;obogatiš;obogati;obogatimo;obogatite;obogate
zaživjeti;zaživjmem;zaživjmeš;zaživjme;zaživjmemo;zaživjmete;zaživjmu
pretražiti;pretražim;pretražiš;pretraži;pretražimo;pretražite;pretraže
zahučati;zahučam;zahučaš;zahuča;zahučamo;zahučate;zahučaju
zakiseliti;zakiselim;zakiseliš;zakiseli;zakiselimo;zakiselite;zakisele
skzstiti;skzstsem;skzstseš;skzstse;skzstsemo;skzstsete;skzstsu
potpaliti;potpalim;potpališ;potpali;potpalimo;potpalite;potpale
gaditi;gadim;gadiš;gadi;gadimo;gadite;gade
opčiniti;opčinim;opčiniš;opčini;opčinimo;opčinite;opčine
sumporiti;sumporim;sumporiš;sumpori;sumporimo;sumporite;sumpore
osjetiti;osjetmem;osjetmeš;osjetme;osjetmemo;osjetmete;osjetmu
uznositi;uznosim;uznosiš;uznosi;uznosimo;uznosite;uznose
zvečati;zvečam;zvečaš;zveča;zvečamo;zvečate;zvečaju
okuražiti;okuražim;okuražiš;okuraži;okuražimo;okuražite;okuraže
grčiti;grčim;grčiš;grči;grčimo;grčite;grče
promrsiti;promrsim;promrsiš;promrsi;promrsimo;promrsite;promrse
nanjušiti;nanjušim;nanjušiš;nanjuši;nanjušimo;nanjušite;nanjuše
rubiti;rubim;rubiš;rubi;rubimo;rubite;rube
blagosloviti;blagoslovim;blagosloviš;blagoslovi;blagoslovimo;blagoslovite;blagoslove
zasuziti;zasuzim;zasuziš;zasuzi;zasuzimo;zasuzite;zasuze
pritvoriti;pritvorim;pritvoriš;pritvori;pritvorimo;pritvorite;pritvore
tiještiti;tiještim;tiještiš;tiješti;tiještimo;tiještite;tiješte
ošamariti;ošamarim;ošamariš;ošamari;ošamarimo;ošamarite;ošamare
uzgojiti;uzgojim;uzgojiš;uzgoji;uzgojimo;uzgojite;uzgoje
pokročiti;pokročim;pokročiš;pokroči;pokročimo;pokročite;pokroče
sasušiti;sasušim;sasušiš;sasuši;sasušimo;sasušite;sasuše
modriti;modrim;modriš;modri;modrimo;modrite;modre
zapanjiti;zapanjim;zapanjiš;zapanji;zapanjimo;zapanjite;zapanje
glupjeti;glupjmem;glupjmeš;glupjme;glupjmemo;glupjmete;glupjmu
spaziti;spazim;spaziš;spazi;spazimo;spazite;spaze
uzavreti;uzavrem;uzavreš;uzavre;uzavremo;uzavrete;uzavru
dvoriti;dvorim;dvoriš;dvori;dvorimo;dvorite;dvore
protumačiti;protumačim;protumačiš;protumači;protumačimo;protumačite;protumače
ocijeniti;ocijenim;ocijeniš;ocijeni;ocijenimo;ocijenite;ocijene
ustremiti;ustremim;ustremiš;ustremi;ustremimo;ustremite;ustreme
nakupiti;nakupim;nakupiš;nakupi;nakupimo;nakupite;nakupe
prigrabiti;prigrabim;prigrabiš;prigrabi;prigrabimo;prigrabite;prigrabe
promijeniti;promijenim;promijeniš;promijeni;promijenimo;promijenite;promijene
zazelenjeti;zazelenjmem;zazelenjmeš;zazelenjme;zazelenjmemo;zazelenjmete;zazelenjmu
naručiti;naručim;naručiš;naruči;naručimo;naručite;naruče
poviriti;povirim;poviriš;poviri;povirimo;povirite;povire
lišiti;lišim;lišiš;liši;lišimo;lišite;liše
zacakliti;zacaklim;zacakliš;zacakli;zacaklimo;zacaklite;zacakle
razmutiti;razmutmem;razmutmeš;razmutme;razmutmemo;razmutmete;razmutmu
kipjeti;kipjmem;kipjmeš;kipjme;kipjmemo;kipjmete;kipjmu
iskoristiti;iskoristsem;iskoristseš;iskoristse;iskoristsemo;iskoristsete;iskoristsu
oploditi;oplodim;oplodiš;oplodi;oplodimo;oplodite;oplode
spraviti;spravim;spraviš;spravi;spravimo;spravite;sprave
duriti;durim;duriš;duri;durimo;durite;dure
izvijestiti;izvijestsem;izvijestseš;izvijestse;izvijestsemo;izvijestsete;izvijestsu
spriječiti;spriječim;spriječiš;spriječi;spriječimo;spriječite;spriječe
zračiti;zračim;zračiš;zrači;zračimo;zračite;zrače
naježiti;naježim;naježiš;naježi;naježimo;naježite;naježe
ucijepiti;ucijepim;ucijepiš;ucijepi;ucijepimo;ucijepite;ucijepe
nagrditi;nagrdim;nagrdiš;nagrdi;nagrdimo;nagrdite;nagrde
otopiti;otopim;otopiš;otopi;otopimo;otopite;otope
rasklopiti;rasklopim;rasklopiš;rasklopi;rasklopimo;rasklopite;rasklope
ražalostiti;ražalostsem;ražalostseš;ražalostse;ražalostsemo;ražalostsete;ražalostsu
otpečatiti;otpečatim;otpečatiš;otpečati;otpečatimo;otpečatite;otpečate
načuditi;načudim;načudiš;načudi;načudimo;načudite;načude
izmijeniti;izmijenim;izmijeniš;izmijeni;izmijenimo;izmijenite;izmijene
oprašiti;oprašim;oprašiš;opraši;oprašimo;oprašite;opraše
grbiti;grbim;grbiš;grbi;grbimo;grbite;grbe
izgladniti;izgladnim;izgladniš;izgladni;izgladnimo;izgladnite;izgladne
stakliti;staklim;stakliš;stakli;staklimo;staklite;stakle
guliti;gulim;guliš;guli;gulimo;gulite;gule
obnoviti;obnovim;obnoviš;obnovi;obnovimo;obnovite;obnove
mrmoriti;mrmorim;mrmoriš;mrmori;mrmorimo;mrmorite;mrmore
naoblačiti;naoblačim;naoblačiš;naoblači;naoblačimo;naoblačite;naoblače
zabrazditi;zabrazdim;zabrazdiš;zabrazdi;zabrazdimo;zabrazdite;zabrazde
naćuliti;naćulim;naćuliš;naćuli;naćulimo;naćulite;naćule
pojeftiniti;pojeftinim;pojeftiniš;pojeftini;pojeftinimo;pojeftinite;pojeftine
suditi;sudim;sudiš;sudi;sudimo;sudite;sude
lediti;ledim;lediš;ledi;ledimo;ledite;lede
zakasniti;zakasnim;zakasniš;zakasni;zakasnimo;zakasnite;zakasne
koračati;koračam;koračaš;korača;koračamo;koračate;koračaju
zaključiti;zaključim;zaključiš;zaključi;zaključimo;zaključite;zaključe
spojiti;spojim;spojiš;spoji;spojimo;spojite;spoje
cičati;cičam;cičaš;ciča;cičamo;cičate;cičaju
prihoditi;prihodim;prihodiš;prihodi;prihodimo;prihodite;prihode
ćutjeti;ćutjmem;ćutjmeš;ćutjme;ćutjmemo;ćutjmete;ćutjmu
presušiti;presušim;presušiš;presuši;presušimo;presušite;presuše
iskapiti;iskapim;iskapiš;iskapi;iskapimo;iskapite;iskape
pjevušiti;pjevušim;pjevušiš;pjevuši;pjevušimo;pjevušite;pjevuše
trapiti;trapim;trapiš;trapi;trapimo;trapite;trape
istrijezniti;istrijeznim;istrijezniš;istrijezni;istrijeznimo;istrijeznite;istrijezne
uletjeti;uletjmem;uletjmeš;uletjme;uletjmemo;uletjmete;uletjmu
papriti;paprim;papriš;papri;paprimo;paprite;papre
odjaviti;odjavim;odjaviš;odjavi;odjavimo;odjavite;odjave
smisliti;smislim;smisliš;smisli;smislimo;smislite;smisle
osvetiti;osvetmem;osvetmeš;osvetme;osvetmemo;osvetmete;osvetmu
dvoumiti;dvoumim;dvoumiš;dvoumi;dvoumimo;dvoumite;dvoume
zaluditi;zaludim;zaludiš;zaludi;zaludimo;zaludite;zalude
zaletjeti;zaletjmem;zaletjmeš;zaletjme;zaletjmemo;zaletjmete;zaletjmu
svinjiti;svinjim;svinjiš;svinji;svinjimo;svinjite;svinje
popaliti;popalim;popališ;popali;popalimo;popalite;popale
pojednostaviti;pojednostavim;pojednostaviš;pojednostavi;pojednostavimo;pojednostavite;pojednostave
upamtiti;upamtim;upamtiš;upamti;upamtimo;upamtite;upamte
izmlatiti;izmlatim;izmlatiš;izmlati;izmlatimo;izmlatite;izmlate
nagorjeti;nagorjmem;nagorjmeš;nagorjme;nagorjmemo;nagorjmete;nagorjmu
cakliti;caklim;cakliš;cakli;caklimo;caklite;cakle
porazdijeliti;porazdijelim;porazdijeliš;porazdijeli;porazdijelimo;porazdijelite;porazdijele
namučiti;namučim;namučiš;namuči;namučimo;namučite;namuče
zaraditi;zaradim;zaradiš;zaradi;zaradimo;zaradite;zarade
sablazniti;sablaznim;sablazniš;sablazni;sablaznimo;sablaznite;sablazne
sastojati;sastojam;sastojaš;sastoja;sastojamo;sastojate;sastojaju
zaokrugliti;zaokruglim;zaokrugliš;zaokrugli;zaokruglimo;zaokruglite;zaokrugle
svršiti;svršim;svršiš;svrši;svršimo;svršite;svrše
otpremiti;otpremim;otpremiš;otpremi;otpremimo;otpremite;otpreme
ograničiti;ograničim;ograničiš;ograniči;ograničimo;ograničite;ograniče
zaželjeti;zaželjmem;zaželjmeš;zaželjme;zaželjmemo;zaželjmete;zaželjmu
izmigoljiti;izmigoljim;izmigoljiš;izmigolji;izmigoljimo;izmigoljite;izmigolje
zašiljiti;zašiljim;zašiljiš;zašilji;zašiljimo;zašiljite;zašilje
pozvoniti;pozvonim;pozvoniš;pozvoni;pozvonimo;pozvonite;pozvone
dokupiti;dokupim;dokupiš;dokupi;dokupimo;dokupite;dokupe
zguriti;zgurim;zguriš;zguri;zgurimo;zgurite;zgure
trampiti;trampim;trampiš;trampi;trampimo;trampite;trampe
koriti;korim;koriš;kori;korimo;korite;kore
ispatiti;ispatim;ispatiš;ispati;ispatimo;ispatite;ispate
odstupiti;odstupim;odstupiš;odstupi;odstupimo;odstupite;odstupe
udariti;udarim;udariš;udari;udarimo;udarite;udare
pohvaliti;pohvalim;pohvališ;pohvali;pohvalimo;pohvalite;pohvale
iskusiti;iskusim;iskusiš;iskusi;iskusimo;iskusite;iskuse
zasaditi;zasadim;zasadiš;zasadi;zasadimo;zasadite;zasade
zgaditi;zgadim;zgadiš;zgadi;zgadimo;zgadite;zgade
divaniti;divanim;divaniš;divani;divanimo;divanite;divane
omastiti;omastsem;omastseš;omastse;omastsemo;omastsete;omastsu
broditi;brodim;brodiš;brodi;brodimo;brodite;brode
obljubiti;obljubim;obljubiš;obljubi;obljubimo;obljubite;obljube
pripustiti;pripustsem;pripustseš;pripustse;pripustsemo;pripustsete;pripustsu
podmititi;podmitim;podmitiš;podmiti;podmitimo;podmitite;podmite
raskiseliti;raskiselim;raskiseliš;raskiseli;raskiselimo;raskiselite;raskisele
predvidjeti;predvidjmem;predvidjmeš;predvidjme;predvidjmemo;predvidjmete;predvidjmu
groziti;grozim;groziš;grozi;grozimo;grozite;groze
odmrsiti;odmrsim;odmrsiš;odmrsi;odmrsimo;odmrsite;odmrse
pobjesnjeti;pobjesnjmem;pobjesnjmeš;pobjesnjme;pobjesnjmemo;pobjesnjmete;pobjesnjmu
baštiniti;baštinim;baštiniš;baštini;baštinimo;baštinite;baštine
podudariti;podudarim;podudariš;podudari;podudarimo;podudarite;podudare
djetinjiti;djetinjmem;djetinjmeš;djetinjme;djetinjmemo;djetinjmete;djetinjmu
ciganiti;ciganim;ciganiš;cigani;ciganimo;ciganite;cigane
zgoditi;zgodim;zgodiš;zgodi;zgodimo;zgodite;zgode
prekaliti;prekalim;prekališ;prekali;prekalimo;prekalite;prekale
zaustaviti;zaustavim;zaustaviš;zaustavi;zaustavimo;zaustavite;zaustave
istrusiti;istrusim;istrusiš;istrusi;istrusimo;istrusite;istruse
jariti;jarim;jariš;jari;jarimo;jarite;jare
izručiti;izručim;izručiš;izruči;izručimo;izručite;izruče
narušiti;narušim;narušiš;naruši;narušimo;narušite;naruše
uzajmiti;uzajmim;uzajmiš;uzajmi;uzajmimo;uzajmite;uzajme
oćutjeti;oćutjmem;oćutjmeš;oćutjme;oćutjmemo;oćutjmete;oćutjmu
krivotvoriti;krivotvorim;krivotvoriš;krivotvori;krivotvorimo;krivotvorite;krivotvore
rositi;rosim;rosiš;rosi;rosimo;rosite;rose
prinositi;prinosim;prinosiš;prinosi;prinosimo;prinosite;prinose
uvjeriti;uvjerim;uvjeriš;uvjeri;uvjerimo;uvjerite;uvjere
odvoditi;odvodim;odvodiš;odvodi;odvodimo;odvodite;odvode
natkriliti;natkrilim;natkriliš;natkrili;natkrilimo;natkrilite;natkrile
poklopiti;poklopim;poklopiš;poklopi;poklopimo;poklopite;poklope
dosjetiti;dosjetmem;dosjetmeš;dosjetme;dosjetmemo;dosjetmete;dosjetmu
zaokružiti;zaokružim;zaokružiš;zaokruži;zaokružimo;zaokružite;zaokruže
uvrijediti;uvrijedim;uvrijediš;uvrijedi;uvrijedimo;uvrijedite;uvrijede
uspostaviti;uspostavim;uspostaviš;uspostavi;uspostavimo;uspostavite;uspostave
ugnijezditi;ugnijezdim;ugnijezdiš;ugnijezdi;ugnijezdimo;ugnijezdite;ugnijezde
začiniti;začinim;začiniš;začini;začinimo;začinite;začine
opteretiti;opterem;optereš;optere;opteremo;opterete;opteru
lakomiti;lakomim;lakomiš;lakomi;lakomimo;lakomite;lakome
veseliti;veselim;veseliš;veseli;veselimo;veselite;vesele
počistiti;počistsem;počistseš;počistse;počistsemo;počistsete;počistsu
ceriti;cerim;ceriš;ceri;cerimo;cerite;cere
porobiti;porobim;porobiš;porobi;porobimo;porobite;porobe
posvjedočiti;posvjedočim;posvjedočiš;posvjedoči;posvjedočimo;posvjedočite;posvjedoče
ugljeniti;ugljenim;ugljeniš;ugljeni;ugljenimo;ugljenite;ugljene
natočiti;natočim;natočiš;natoči;natočimo;natočite;natoče
usitniti;usitnim;usitniš;usitni;usitnimo;usitnite;usitne
ljuštiti;ljuštim;ljuštiš;ljušti;ljuštimo;ljuštite;ljušte
predbaciti;predbacim;predbaciš;predbaci;predbacimo;predbacite;predbace
zavapiti;zavapim;zavapiš;zavapi;zavapimo;zavapite;zavape
premjestiti;premjestsem;premjestseš;premjestse;premjestsemo;premjestsete;premjestsu
udijeliti;udijelim;udijeliš;udijeli;udijelimo;udijelite;udijele
obustaviti;obustavim;obustaviš;obustavi;obustavimo;obustavite;obustave
kesiti;kesim;kesiš;kesi;kesimo;kesite;kese
besposličariti;besposličarim;besposličariš;besposličari;besposličarimo;besposličarite;besposličare
pakostiti;pakostsem;pakostseš;pakostse;pakostsemo;pakostsete;pakostsu
izdrobiti;izdrobim;izdrobiš;izdrobi;izdrobimo;izdrobite;izdrobe
mamiti;mamim;mamiš;mami;mamimo;mamite;mame
zabliještiti;zabliještim;zabliještiš;zabliješti;zabliještimo;zabliještite;zabliješte
bratiti;bratim;bratiš;brati;bratimo;bratite;brate
ogrubjeti;ogrubjmem;ogrubjmeš;ogrubjme;ogrubjmemo;ogrubjmete;ogrubjmu
ohrabriti;ohrabrim;ohrabriš;ohrabri;ohrabrimo;ohrabrite;ohrabre
žvrgoljiti;žvrgoljim;žvrgoljiš;žvrgolji;žvrgoljimo;žvrgoljite;žvrgolje
očeličiti;očeličim;očeličiš;očeliči;očeličimo;očeličite;očeliče
odsjediti;odsjedim;odsjediš;odsjedi;odsjedimo;odsjedite;odsjede
udiviti;udivim;udiviš;udivi;udivimo;udivite;udive
upokojiti;upokojim;upokojiš;upokoji;upokojimo;upokojite;upokoje
bridjeti;bridjmem;bridjmeš;bridjme;bridjmemo;bridjmete;bridjmu
turiti;turim;turiš;turi;turimo;turite;ture
odalečiti;odalečim;odalečiš;odaleči;odalečimo;odalečite;odaleče
sliniti;slinim;sliniš;slini;slinimo;slinite;sline
zagrmjeti;zagrmjmem;zagrmjmeš;zagrmjme;zagrmjmemo;zagrmjmete;zagrmjmu
pretopiti;pretopim;pretopiš;pretopi;pretopimo;pretopite;pretope
podržaviti;podržavim;podržaviš;podržavi;podržavimo;podržavite;podržave
težiti;težim;težiš;teži;težimo;težite;teže
krviti;krvim;krviš;krvi;krvimo;krvite;krve
zatutnjati;zatutnjam;zatutnjaš;zatutnja;zatutnjamo;zatutnjate;zatutnjaju
izdržati;izdržam;izdržaš;izdrža;izdržamo;izdržate;izdržaju
udrobiti;udrobim;udrobiš;udrobi;udrobimo;udrobite;udrobe
primamiti;primamim;primamiš;primami;primamimo;primamite;primame
puniti;punim;puniš;puni;punimo;punite;pune
nazdraviti;nazdravim;nazdraviš;nazdravi;nazdravimo;nazdravite;nazdrave
bratimiti;bratimim;bratimiš;bratimi;bratimimo;bratimite;bratime
naumiti;naumim;naumiš;naumi;naumimo;naumite;naume
ustrojiti;ustrojim;ustrojiš;ustroji;ustrojimo;ustrojite;ustroje
prosjačiti;prosjačim;prosjačiš;prosjači;prosjačimo;prosjačite;prosjače
kišiti;kišim;kišiš;kiši;kišimo;kišite;kiše
zdipiti;zdipim;zdipiš;zdipi;zdipimo;zdipite;zdipe
strovaliti;strovalim;strovališ;strovali;strovalimo;strovalite;strovale
životariti;životarim;životariš;životari;životarimo;životarite;životare
zloupotrijebiti;zloupotrijebim;zloupotrijebiš;zloupotrijebi;zloupotrijebimo;zloupotrijebite;zloupotrijebe
izvoljeti;izvoljmem;izvoljmeš;izvoljme;izvoljmemo;izvoljmete;izvoljmu
zagorjeti;zagorjmem;zagorjmeš;zagorjme;zagorjmemo;zagorjmete;zagorjmu
dužiti;dužim;dužiš;duži;dužimo;dužite;duže
zavzvjeti;zavzvjmem;zavzvjmeš;zavzvjme;zavzvjmemo;zavzvjmete;zavzvjmu
ostakliti;ostaklim;ostakliš;ostakli;ostaklimo;ostaklite;ostakle
izjednačiti;izjednačim;izjednačiš;izjednači;izjednačimo;izjednačite;izjednače
smlatiti;smlatim;smlatiš;smlati;smlatimo;smlatite;smlate
oglobiti;oglobim;oglobiš;oglobi;oglobimo;oglobite;oglobe
