glagoli  |  top2     
glumovati: jem, am
hohštaplirati: am, im
postrići: em, im
zakrmačiti: im, em
raspasivati: jem, am
narušivati: jem, am
iščuditi: im, am
alfabetizirati: am, em
bježakati: im, am
gospođivati: jem, em
stignuti: em, im
finiti: im, jem
eksteriorizirati: am, im
soriti: im, am
popišmaniti: im, jem
gnjuriti: im, am
pobjeljivati: jem, am
prepumpati: am, im
raskriviti: im, am
dobriti: im, jem
utiskati: em, im
pročarkavati: am, im
aportirati: am, em
uzrijevati: am, jem
crpljivati: jem, am
zaznojiti: im, am
đakoniti: im, jem
prevezivati: jem, am
isklizivati: am, jem
isitnjavati: am, jem
uklizati: em, am
rasedlati: am, em
interpungirati: am, em
otpučiti: im, jem
proreći: em, im
asonirati: am, im
sporavati: am, jem
podsjesti: em, jem
depigmentirati: am, em
kvašivati: jem, am
užeti: im, jem
prodijevati: am, jem
zasrebrivati: jem, am
curnuti: em, im
rakijati: am, jem
ukampiti: im, jem
zaljutiti: im, am
zaglavinjati: am, jem
protutnjati: im, am
odlenuti: em, im
pobacivati: jem, am
uplitati: em, am
mještati: am, im
zloglašivati: jem, am
uzoholiti: im, jem
utrpati: am, im
anihilizirati: am, im
etatizirati: am, em
zapodijevati: am, jem
novčivati: am, jem
mljaskati: am, em
degenečiti: im, am
čvakati: em, am
promigoljivati: jem, am
brončati: am, im
lobirati: am, em
uzdrhtati: im, em
pisuckati: am, im
bančivati: am, jem
strujati: im, jem
protelaliti: im, jem
isprčivati: jem, am
raskiseljivati: jem, am
depolitizirati: am, em
koreografirati: am, em
napariti: im, jem
virkati: am, em
mućivati: jem, am
prilivati: am, jem
sjavati: am, jem
rajtati: am, em
pojahivati: jem, am
panaširati: am, em
pušćivati: jem, am
zacopati: am, im
aplaudirati: am, im
prisipavati: am, im
zaokoljivati: jem, am
umlatiti: im, jem
čmavati: am, im
obdaniti: im, jem
zanositi: im, am
razmesti: em, ijem
utirati: am, em
koturnuti: em, im
upojmiti: im, am
uvježbati: am, jem
goršavati: am, im
rasaniti: im, jem
europeizirati: am, em
izvrdavati: am, jem
podgovoriti: im, am
razbrojavati: am, jem
tromiti: im, am
ophrvati: am, em
skosati: am, im
strojiti: im, jem
ispošćivati: jem, am
ucjepljivati: jem, am
kovitlati: am, im
požidoviti: im, ijem
skrižati: am, em
optočivati: jem, am
nadvijati: am, jem
natiskavati: am, im
misiti: im, jem
srljati: am, em
bjegnuti: em, im
otpasati: em, im
zažeći: em, am
zubiti: im, am
bigecati: am, im
slišavati: am, im
dosoljavati: am, jem
zauzlavati: am, jem
pripremiti: im, am
raspupavati: am, im
našušurivati: jem, am
prokuražiti: im, jem
nagorijevati: am, jem
zažagrivati: am, jem
ražaljivati: jem, am
transliterirati: am, im
uštimavati: am, em
članiti: im, jem
kćerivati: jem, em
uročivati: jem, am
žignuti: em, im
iskoračivati: jem, am
uslojiti: im, jem
trokeljati: am, jem
kositriti: im, am
krcavati: am, im
pregladnjivati: jem, am
srokovati: jem, am
petati: am, em
akvizirati: am, im
eksirati: am, im
omlohaviti: im, am
istrgati: am, im
povraćati: am, em
produžavati: am, im
preživljavati: jem, am
đoniti: im, jem
opahati: em, jem
tuhnuti: em, jem
zakrmeljiti: im, jem
zaticati: em, am
gornjavati: am, jem
tesavati: em, am
otustjeti: im, jem
umaliti: im, em
izgorijevati: am, jem
traumatizirati: am, em
ušminkati: am, em
zakapavati: am, im
zakađivati: jem, am
upoprečivati: jem, am
usrkati: am, em
prejudicirati: am, im
preopterećivati: jem, am
bluditi: im, jem
prezaduživati: jem, am
vragetati: am, em
poniknuti: em, jem
krčmariti: im, jem
navljati: am, em
separirati: am, em
upuštati: am, im
iskopnjivati: jem, em
imunizirati: am, im
pomjediti: im, am
šušijetati: am, em
siktavati: am, im
ivičiti: im, jem
menadžerirati: am, em
talasavati: am, jem
useljivati: jem, am
zalupljivati: jem, am
premašćivati: jem, am
načekavati: am, im
svrstati: am, im
kapricirati: am, em
desničariti: im, jem
tandarati: am, im
odrecitirati: am, im
doskakutati: em, am
prijateljiti: im, ijem
zakopavati: am, im
diskontirati: am, im
dolivati: am, jem
kosivati: jem, em
dilati: am, jem
pošljunčiti: im, am
jednačivati: am, jem
ćuliti: im, em
raščerupati: am, im
kvrčati: am, im
osupnjivati: jem, em
promući: em, jem
pomjerati: am, im
milozvučivati: jem, am
proškrgutati: am, em
ulivati: am, jem
zapariti: im, jem
prestupljivati: jem, am
valiti: im, em
raspucavati: am, im
transponirati: am, em
nadžarivati: jem, am
ošutjeti: im, ijem
gugukati: em, am
prituljivati: jem, am
usisivati: jem, em
gusnuti: em, im
paćivati: jem, am
personalizirati: am, im
translatirati: am, im
vrijedjeti: im, am
navići: em, im
zadahtavati: am, im
olučiti: im, jem
zagledavati: am, jem
bubotati: am, em
deelektrizirati: am, im
granjavati: am, jem
rasjeckati: am, im
plavetnjeti: im, jem
procesuirati: am, em
prpati: am, im
zalizati: em, am
propratiti: im, am
crkati: am, im
sjašiti: im, em
izmuljivati: jem, am
spuzati: em, am
predsjedati: am, im
razgurati: am, em
prživati: jem, am
ispražnjivati: jem, am
mrljeti: em, im
očvršćivati: jem, am
prozliti: im, em
prigušivati: am, jem
vajkati: am, em
dumati: jem, am
kompjuterizirati: am, im
zakotrljavati: am, jem
pocikivati: jem, am
obrasti: em, jem
iznevjerivati: jem, am
kalcificirati: am, im
prekomponirati: am, im
klembesiti: im, am
zavraćati: am, em
drpiti: im, jem
refeudalizirati: am, em
rulati: am, jem
masati: em, am
deračiti: im, jem
proderavati: am, jem
pripasati: em, im
defraudirati: am, em
poširati: am, em
izgnječiti: im, jem
otporučivati: jem, am
zaposlivati: am, jem
zašećerivati: jem, am
zaintačiti: im, jem
skrstiti: im, am
ukrasiti: im, em
sustavljivati: jem, am
glomotati: am, im
naploditi: im, ijem
razići: em, am
utegnuti: em, im
uobličiti: im, jem
madžarizirati: am, im
obducirati: am, im
poisprelamati: am, jem
nadostaviti: im, am
doskitati: em, am
pučivati: jem, am
naplivati: am, em
udovjeti: im, jem
bijati: am, jem
ucjenjivati: jem, am
odebeliti: im, em
uvrštati: am, im
đuskati: am, em
ukucavati: am, im
našnjofati: am, em
oćućivati: jem, am
pojastučiti: im, jem
dezorijentirati: am, em
gricnuti: em, im
suprimirati: am, em
raškrinuti: em, jem
začuđivati: jem, am
predomišljati: am, jem
proklizivati: am, jem
popravdati: am, im
protestirati: am, em
znamenovati: jem, im
praminjati: jem, am
dogrepsti: em, jem
tiražirati: am, em
zacrnjivati: jem, am
razmnožiti: im, jem
lutavati: am, im
ohrapavjeti: im, am
prikvačivati: jem, am
življavati: am, jem
kruliti: im, em
progrizati: am, im
oravati: am, jem
potresati: am, em
tuživati: jem, am
zakadjeti: im, em
opletati: em, am
zakretati: em, am
zamumuljiti: im, jem
pruživati: jem, am
čepavati: am, im
saniti: im, em
doveslati: am, jem
zanitati: am, em
popapati: am, im
dočaravati: am, jem
preglasavati: am, jem
odšutjeti: im, ijem
drmuckati: am, im
propiliti: im, ijem
smognuti: em, im
lukati: am, em
tonzurirati: am, im
jesenovati: jem, im
ušićarivati: jem, am
vjerivati: jem, am
otegliti: im, jem
isfucati: am, im
utvoriti: im, am
pasivirati: em, am
unašati: am, em
zasjenjivati: jem, am
glupariti: im, jem
problematizirati: am, em
glupavjeti: im, am
razlajati: am, jem
preprečivati: jem, am
ravnavati: am, im
poistresati: am, im
prošvindlati: am, im
dekintirati: am, em
kalupljivati: jem, am
precipitati: am, em
izvisiti: im, am
doviti: ijem, im
inačavati: am, im
rakijašiti: im, em
podvlašćivati: jem, am
kašljivati: jem, am
zagaljivati: jem, am
raštimati: am, jem
bodnuti: em, im
korteširati: am, em
propjevavati: am, em
ugljenjivati: jem, em
golatati: am, em
pritjerivati: jem, am
zakržljati: am, im
zastarijevati: jem, am
iskamčivati: am, jem
kesivati: jem, em
logaritmirati: im, am
vjekovječiti: im, am
oplahnuti: em, im
zaškakljati: am, im
posmaknuti: em, im
mučati: im, jem
smuđivati: jem, am
zamuljiti: im, jem
hiperklorirati: am, im
arčiti: am, im
grgoijiti: im, jem
mlačiti: im, jem
osvanjivati: jem, em
učahurivati: jem, am
kostiti: im, jem
dimati: am, jem
žilaviti: im, jem
sljubljivati: jem, am
svojiti: im, jem
inklinirati: am, im
raportirati: am, em
kašiti: im, em
propištiti: im, ijem
samooplakivati: jem, am
uljetiti: im, am
sramljivati: jem, am
provjeravati: am, jem
tamnjivati: jem, em
opčinjati: am, jem
izvinjavati: am, jem
nakoćivati: jem, em
postojati: im, am
domaćivati: jem, am
prosvjetljivati: jem, am
kuljavati: am, jem
zblesirati: am, em
protrljati: am, em
akontirati: am, im
raskrvaviti: im, am
kinuti: em, jem
užljebljivati: jem, am
zagrditi: im, am
jeftiniti: im, jem
lijeniti: im, em
ronjavati: am, jem
ishitravati: am, im
prečavati: am, im
ponoriti: im, am
hrupiti: im, jem
rotirati: am, em
praćati: am, em
desubjektivizirati: am, im
urušivati: jem, am
obistinjivati: jem, em
sagrađivati: jem, am
artikulirati: am, im
navečerati: am, im
poklizati: em, am
pritaknuti: em, im
došetati: am, em
staljivati: jem, am
čeprknuti: em, im
omoćati: am, em
logirati: am, em
onepismeniti: jem, am
prokušavati: am, im
tvrdičiti: im, am
proporcionirati: am, im
nagrizati: am, em
inspicirati: am, em
razjašnjivati: jem, em
rikavati: am, im
pregorijevati: am, jem
srastati: am, em
klošariti: im, jem
tabelirati: am, im
srđivati: jem, am
istiniti: im, jem
zaplaviti: im, ijem
koksirati: am, em
ružiti: im, jem
smrći: em, jem
raskrembljati: am, jem
varničiti: im, am
otključavati: am, im
ozakonjivati: jem, am
oprasivati: jem, am
kućariti: im, jem
ušetati: em, am
zagakati: em, am
osipavati: am, im
cariti: im, am
zapljesniviti: im, jem
zahrđati: am, em
prpošavati: am, em
ispresjeći: em, im
afanavati: am, jem
odbjeći: em, im
utočiti: im, jem
prozviždati: am, im
anarhizirati: am, im
uplaćivati: jem, am
pućpurati: im, em
odmikljavati: am, jem
pomlaćivati: jem, am
kličivati: jem, am
pročačkavati: am, im
spiskavati: am, im
profiltrirati: am, im
natandrčiti: im, am
ganuti: em, im
zanjemljivati: jem, am
kablirati: am, em
lubljivati: jem, am
ručavati: am, im
ušćivati: jem, am
šobonjiti: im, am
usklađivati: jem, am
driblati: am, em
ufitiljiti: im, jem
prikleknuti: em, im
praćnuti: em, im
poplijeviti: im, em
plaknuti: em, im
otopljivati: jem, am
veličavati: am, im
uzjašiti: im, jem
zaseravati: am, jem
prestići: em, jem
zagluhnuti: em, im
korelirati: am, em
otpozdravljati: am, em
kočariti: im, jem
bradatiti: im, am
imobilizirati: am, im
ogluhnuti: em, im
usitnjivati: am, jem
katoličiti: im, jem
uopćiti: im, jem
izjebati: am, em
proćeretati: am, em
skrkavati: am, im
nabasavati: am, jem
nadigravati: am, jem
pekmezivati: jem, am
ukrstariti: im, am
zaigravati: am, jem
razgoniti: im, jem
udešavati: am, im
saslušavati: am, im
upariti: im, jem
očepiti: im, jem
patinavati: am, em
kadrovirati: am, im
uzvrpoljivati: jem, am
poisprepletati: am, em
slabiti: im, jem
zabaciti: im, jem
zabrljati: am, em
čkaliti: im, jem
podsjedati: am, im
pošljunčivati: jem, am
dividirati: am, im
drpati: am, im
namesti: em, ijem
ustreptavati: am, im
cmokatati: am, em
raskorlatiti: im, am
zaciliknuti: em, im
linirati: am, em
prpošati: am, em
omašivati: jem, am
dovažati: am, jem
pumpavati: am, im
bogotvoriti: im, am
žiriti: im, am
sliti: im, em
prezoriti: im, am
jasniti: im, em
uračunati: am, im
prekršćivati: jem, am
probacivati: jem, am
zadrmavati: am, im
zacuriti: im, am
letati: em, am
zackiliti: im, jem
natipkavati: am, im
zgristi: em, jem
prevjeravati: am, jem
odgrabljivati: jem, am
katapultirati: am, em
poševiti: im, jem
konšumavati: am, im
travljivati: jem, am
raskrstiti: im, am
pitomiti: im, am
oškropljivati: am, jem
ulariti: im, jem
odšvrljati: am, im
deartikulirati: am, im
razašiljati: am, im
doklizati: em, am
lahoriti: im, jem
cjeljivati: jem, am
admirirati: am, em
priprti: em, jem
zaorljati: am, em
uzmuhati: am, em
zlojeđivati: jem, am
anglikanizirati: am, im
slađivati: jem, am
upopriječiti: im, jem
hraknuti: em, im
stucati: am, im
zapetljavati: am, jem
drembljati: am, jem
prognječiti: im, jem
glasivati: jem, am
kajavati: jem, am
ispreći: em, im
skrpiti: im, am
prokartavati: am, im
cupkati: am, em
raščetvrtati: am, em
inkartavati: am, im
kostrušiti: im, jem
isturati: am, im
prestrići: em, im
pući: em, jem
žedniti: im, jem
načetveronožiti: im, jem
proparadirati: am, im
reinkarnirati: am, im
bilježavati: am, im
adverbijalizirati: am, im
prekipljivati: jem, am
puriti: im, am
sprčkati: am, em
provincijalizirati: am, im
vijčati: im, jem
šljamčivati: am, jem
literarizirati: am, im
kovrčati: am, im
zaljubljivati: jem, am
gubavjeti: im, jem
zavažati: am, jem
ukalupiti: im, jem
presijecati: am, im
gepnuti: em, im
posrećiti: im, jem
izbrijati: ijem, em
proturivati: jem, am
stirati: em, am
krstiti: im, am
prdati: am, im
ponamjestiti: im, jem
upriličavati: am, im
pribivati: am, jem
krvavljivati: jem, am
detektirati: am, em
pougljiti: im, jem
poćutjeti: im, jem
ukokati: am, em
pisivati: jem, am
rastrzati: am, em
sačekivati: jem, am
isprištati: im, am
metastazirati: am, em
skorjeti: im, am
zbližavati: am, im
zaražavati: am, im
bavljati: am, em
istakati: em, am
hroptati: am, em
mlinariti: im, am
porvati: am, im
nipodaštavati: am, im
klasificirati: am, im
migoljivati: jem, am
tutkati: am, jem
propišavati: am, im
okviriti: im, jem
bjeljivati: jem, am
podmlađivati: jem, am
projašnjavati: am, jem
zaštropotati: em, am
vitlavati: am, jem
izventati: am, em
briškulati: am, jem
odastrijeti: em, jem
konceptirati: am, em
zadušiti: im, em
gestikulirati: am, im
hrstati: am, em
razglašivati: jem, am
ulijetati: em, am
iskrštavati: am, im
stostručavati: am, im
kusuriti: im, am
općavati: am, jem
pošvrljati: am, em
razuzlavati: am, jem
djevojčiti: im, am
iznesti: em, jem
razderačiti: im, jem
širivati: jem, am
proklijavati: am, em
odguljivati: jem, am
idiotizirati: am, em
upumpati: am, im
uveličavati: am, im
šutkati: am, em
prinukati: am, em
zaklecati: am, em
ružnjivati: jem, em
jojokati: am, em
krnaviti: im, jem
sužnjevati: jem, em
šalabajzati: im, am
pričuvati: am, jem
cotati: am, em
ošacati: am, em
pripitivati: jem, am
onovčati: am, im
kretenizirati: am, em
truckati: am, im
ustubočiti: im, am
zbičiti: im, jem
isprobadati: am, em
brizgavati: am, im
upečiti: im, jem
otklopiti: im, jem
probdijevati: am, jem
dotrčati: im, am
bređati: am, em
prikupljati: am, jem
preterećivati: jem, am
salivati: am, jem
uvaljati: am, im
depoetizirati: am, em
zapreći: em, im
preuznijeti: em, im
slavljivati: jem, am
odsklizati: em, am
jujuškati: im, am
pentavati: am, im
uzrigivati: jem, am
uplijeniti: im, em
zaulariti: im, jem
otrzati: em, am
pometnuti: em, im
ljubnuti: em, im
prožeći: em, am
cmoljiti: im, jem
usipavati: am, im
iskihati: em, am
obistinjavati: jem, am
raskrčiti: im, am
ciliknuti: em, im
puhavati: am, im
trimovati: jem, am
kenjati: am, jem
koncelebrirati: am, em
golacati: am, im
zasoljivati: jem, am
spackati: am, im
prepunjati: am, jem
izmatati: am, em
laskavati: am, im
naslikavati: am, im
ofuriti: im, am
ijujukati: im, em
smlaćivati: jem, am
rušavati: am, em
razlijati: am, em
posukljavati: am, jem
kukuljivati: jem, am
anatemizirati: am, im
izdimiti: im, am
otprtiti: im, ijem
prenapuhivati: jem, am
glabati: am, im
prepišavati: am, im
pršnjivati: jem, em
obrecati: am, em
raspjevavati: am, em
pridizati: em, am
usoliti: im, jem
pripitomiti: im, am
šljunčivati: jem, am
zamandaljivati: jem, am
pokopavati: am, im
ljepšati: am, jem
pregojiti: im, jem
naguziti: im, em
testerati: am, em
pokoškavati: am, im
trti: em, ijem
pretegliti: im, jem
utrgnuti: em, im
uzmahivati: jem, am
izmozgavati: am, im
promumljavati: am, jem
kokodakati: am, em
kaldrmiti: im, am
pretplaćivati: jem, am
razdrmavati: am, im
povirivati: jem, am
dovlačiti: im, jem
bradati: am, em
nakapavati: am, im
srebrniti: im, am
zapremljivati: jem, am
napržiti: im, em
omodriti: im, jem
izguravati: am, jem
podapeti: em, jem
egzemplificirati: am, im
emulirati: am, im
beneficirati: am, em
osjenčivati: jem, im
novelirati: am, em
napenaljivati: jem, am
iradirati: am, em
mjaukati: em, am
iscjepkati: am, em
raskantati: am, em
matati: am, em
ogrbavjeti: im, am
hladnjeti: im, jem
čiribirati: am, im
apostazirati: am, im
odbraniti: im, jem
urazumljivati: jem, am
ispomagati: em, jem
pougljenjeti: im, jem
zamučati: im, jem
osakaćivati: jem, am
pomamljivati: jem, am
upljačkavati: am, im
čivkati: am, em
kriminalizirati: am, im
provrednjivati: jem, am
hibemirati: am, em
naolučivati: jem, am
okoščati: am, im
mlavljivati: jem, am
odštećivati: jem, am
zakrečiti: im, jem
obesnaživati: jem, am
ponarastati: am, im
nakrivljivati: jem, am
proparavati: am, jem
prokukavati: am, im
zagnjurivati: jem, am
ćurliknuti: em, im
rasplašiti: im, ijem
čašćivati: jem, am
podjesti: em, jem
importirati: am, im
postostručavati: am, im
isfetavati: am, im
zacviljeti: im, em
konferirati: am, im
prekrcavati: am, im
pominjati: jem, am
doviknuti: em, im
lagoditi: im, am
skvrnjivati: jem, am
mikljavati: am, jem
blješćivati: jem, am
krasnosloviti: im, am
lohati: am, im
probećarivati: jem, am
progucati: am, im
robljivati: jem, am
decentralizirati: am, im
ćućuriti: im, jem
seljačiti: im, am
pridonositi: im, am
podavljivati: jem, am
dosječati: im, jem
drndavati: am, jem
pribrojiti: im, jem
fluorescirati: am, im
razivati: am, em
doškolovati: jem, am
zaručivati: jem, am
pačavati: am, im
ukapljivati: jem, am
klimavati: am, im
izjurivati: jem, am
dogurivati: jem, am
problijediti: im, am
nastrjeljivati: jem, am
zastrići: em, im
agregiratia: am, im
badnuti: em, jem
obnažiti: im, em
razvesti: em, jem
zagorčiti: im, am
pripregnuti: em, im
raspakovati: am, jem
nadrastati: am, em
uslijediti: im, am
pišmaniti: im, jem
iscrtavati: am, im
raskititi: im, jem
promjenjivati: jem, em
ulančivati: jem, am
čađiti: im, jem
ždrjebati: am, im
glasiti: im, jem
ojanjiti: im, am
povaljati: am, jem
vrežavati: am, im
dekolonizirati: am, im
zajaukati: em, am
pobudaliti: im, em
prerisati: em, am
šlagirati: am, em
švrakati: am, em
osirotiti: im, jem
umrtviti: im, am
tociljiti: im, jem
futrati: am, im
počkaljiti: im, am
terećivati: jem, am
zapućivati: jem, am
pročačkati: am, im
periti: im, jem
ševiti: im, jem
švignuti: em, im
zašumoriti: im, am
slivati: am, jem
normalizirati: am, em
zatrkati: am, em
kolmati: am, im
očeličivati: jem, am
porezovati: jem, am
rupičiti: im, jem
zagegati: am, em
čmati: am, em
poplješnjivati: jem, em
podrigivati: jem, am
konvergirati: am, im
polatiniti: im, jem
cjepidlačiti: im, jem
maturirati: am, em
nabreći: em, im
prodrndavati: am, jem
prugati: am, em
vabljivati: jem, am
šiznuti: em, im
isfetati: am, em
razbubavati: am, jem
reternirati: am, em
odležavati: am, im
pilaviti: im, jem
zapizditi: im, am
naloviti: im, jem
ucmekivati: jem, am
zvučiti: im, jem
perjašiti: im, jem
potrpjeti: im, em
prolokati: em, am
blječkati: am, im
zacukriti: im, am
kantati: am, em
ćapiti: im, em
pljuvavati: am, em
nići: em, im
ispodvlačiti: im, jem
